symbol: s3
template: jk2_init() Found child <*> in scoreboard slot <*>
437,32670,6,
438,32667,9,
439,32668,10,
440,32669,8,
441,32671,7,
452,32674,8,
453,32672,9,
454,32673,10,
455,32675,6,
462,32677,7,
463,32676,9,
464,32678,10,
465,32679,8,
466,32680,6,
467,32681,9,
468,32682,7,
475,32683,10,
476,32685,6,
477,32688,11,
478,32695,8,
479,32696,6,
480,32701,10,
481,32702,11,
482,32711,10,
483,32708,7,
484,32710,9,
485,32709,8,
486,32712,6,
497,32713,7,
498,32717,10,
499,32720,8,
500,32726,8,
501,32730,7,
502,32729,6,
503,32731,8,
504,32739,7,
505,32740,8,
506,32742,10,
507,32758,7,
508,32755,8,
509,32754,11,
516,32761,6,
517,32762,9,
518,32763,10,
525,308,8,
526,310,6,
527,309,7,
534,311,9,
537,312,10,
538,313,8,
543,314,7,
544,315,6,
545,316,9,
551,319,7,
552,317,10,
553,318,8,
556,321,9,
557,324,11,
558,323,8,
559,350,9,
560,353,12,
561,352,11,
562,349,8,
563,348,7,
564,347,6,
565,351,10,
592,1219,6,
596,1248,7,
597,1253,9,
600,1254,7,
601,1256,6,
602,1255,8,
609,1262,9,
612,1275,6,
613,1276,9,
614,1277,7,
615,1278,8,
624,1283,6,
625,1284,9,
628,1288,9,
629,1291,6,
630,1296,6,
631,1300,10,
632,1298,8,
633,1297,7,
634,1299,9,
645,1308,6,
646,1309,7,
647,1313,6,
648,1312,10,
649,1320,8,
650,1321,9,
651,1322,10,
652,1323,6,
653,1324,7,
654,1325,8,
665,1331,10,
666,1338,7,
667,1334,8,
668,1336,10,
669,1337,6,
670,1335,9,
681,1358,8,
682,1356,6,
683,1354,9,
684,1357,7,
685,1355,10,
696,1375,9,
697,1376,10,
698,1377,6,
705,1387,7,
706,1390,10,
707,1388,8,
708,1389,9,
709,1393,8,
710,1395,10,
711,1396,6,
712,1394,9,
721,1397,7,
724,1414,7,
725,1412,10,
726,1413,6,
727,1448,6,
728,1439,7,
729,1441,9,
730,1450,11,
731,1449,10,
732,1440,8,
743,1452,7,
746,1461,8,
747,1462,6,
748,1466,8,
749,1470,7,
750,1477,6,
751,1476,8,
752,1501,7,
753,1502,6,
754,1498,8,
755,1499,11,
764,1503,9,
765,1504,8,
770,1507,10,
774,1512,7,
775,1513,6,
776,1517,7,
777,1518,6,
778,1520,8,
779,1521,10,
780,1529,9,
781,1530,8,
782,1528,7,
783,1527,6,
784,1565,9,
786,1561,6,
787,1563,8,
788,1562,7,
790,1568,13,
807,1763,6,
810,1786,8,
811,1787,9,
814,1788,6,
815,1790,8,
816,1789,7,
823,1797,9,
824,1798,6,
825,1799,7,
826,1800,10,
827,1801,12,
839,1816,9,
840,1814,7,
841,1813,6,
842,1815,8,
851,1821,6,
852,1822,7,
857,1823,8,
858,1824,9,
863,1833,7,
864,1832,6,
868,1834,8,
872,1835,9,
873,1836,6,
874,1837,7,
881,1851,6,
882,1852,9,
883,1853,7,
884,1850,8,
893,1861,8,
894,1862,6,
895,1867,8,
896,1864,7,
897,1868,6,
898,1863,9,
907,1887,8,
908,1885,9,
909,1888,6,
910,1886,7,
919,1899,7,
920,1900,8,
921,1901,6,
922,1898,9,
931,1912,9,
932,1915,6,
933,1913,7,
934,1914,8,
943,1931,7,
944,1932,8,
945,1933,6,
949,1934,9,
952,1936,8,
953,1935,7,
956,1937,6,
957,1938,9,
958,1950,9,
959,1951,7,
960,1949,6,
961,1948,8,
970,1957,8,
973,1959,9,
974,1958,6,
975,1961,8,
976,1962,6,
977,1963,9,
978,1964,7,
979,1966,6,
980,1967,9,
981,1965,8,
982,1970,6,
983,1984,10,
984,1990,9,
985,1999,6,
986,2000,7,
987,1998,9,
994,2002,8,
995,2001,9,
996,2005,7,
997,2004,6,
1000,2007,8,
1001,2006,9,
1002,2008,6,
1009,2028,9,
1010,2027,7,
1011,2029,8,
1016,2030,6,
1017,2031,7,
1018,2032,9,
1025,2042,8,
1026,2045,9,
1027,2051,8,
1028,2059,7,
1029,2060,9,
1030,2061,8,
1031,2081,6,
1033,2083,8,
1047,2084,9,
1054,2760,6,
1057,2763,7,
1061,2773,6,
1064,2813,7,
1065,2815,8,
1066,2812,6,
1067,2811,9,
1076,2823,9,
1079,2824,10,
1083,2838,10,
1084,2836,9,
1085,2837,6,
1088,2840,8,
1089,2841,6,
1090,2842,9,
1091,2846,9,
1092,2843,7,
1093,2844,8,
1094,2845,6,
1103,2857,9,
1104,2854,7,
1105,2855,8,
1106,2856,6,
1115,2866,7,
1116,2867,8,
1117,2865,9,
1118,2864,6,
1127,2877,10,
1128,2883,9,
1129,2878,7,
1130,2880,8,
1131,2879,6,
1140,3667,7,
1141,3669,6,
1142,3670,8,
1147,3672,7,
1148,3673,6,
1149,3675,9,
1150,3674,8,
1151,3678,8,
1152,3681,6,
1153,3679,9,
1154,3680,7,
1156,3685,6,
1157,3698,9,
1158,3690,6,
1159,3691,8,
1160,3744,6,
1161,3747,8,
1162,3754,12,
1163,3755,13,
1164,3753,10,
1165,3752,9,
1166,3746,7,
1181,4596,8,
1182,4595,7,
1183,4594,6,
1190,4609,7,
1191,4608,6,
1192,4611,9,
1193,4613,7,
1194,4612,6,
1195,4615,9,
1196,4616,6,
1197,4617,7,
1198,4618,8,
1199,4634,6,
1200,4637,7,
1201,4631,9,
1202,4630,8,
1211,4820,8,
1214,4821,10,
1218,4893,7,
1219,4892,6,
1224,4907,6,
1225,4906,9,
1226,4905,8,
1233,4916,8,
1234,4917,9,
1235,4915,7,
1242,4932,6,
1243,4938,8,
1244,4935,9,
1245,4936,6,
1246,4937,7,
1255,4950,7,
1256,4961,6,
1257,4962,7,
1258,4960,9,
1259,4959,8,
1268,4974,9,
1269,4975,6,
1270,4977,8,
1271,4976,7,
1272,4984,7,
1273,4985,10,
1274,4983,6,
1281,4986,8,
1284,4991,6,
1285,4992,7,
1286,4996,7,
1287,4995,6,
1288,4998,8,
1289,4999,6,
1292,5000,7,
1294,5001,9,
1300,5002,8,
1301,5003,6,
1302,5005,9,
1303,5006,8,
1308,5007,6,
1309,5008,7,
1314,5017,8,
1315,5016,9,
1316,5018,6,
1319,5020,9,
1320,5019,7,
1325,5021,8,
1326,5022,6,
1327,5024,9,
1328,5023,7,
1332,5029,8,
1333,5030,6,
1334,5033,8,
1335,5032,9,
1336,5035,7,
1337,5034,6,
1344,5036,9,
1345,5050,8,
1346,5049,7,
1347,5048,6,
1348,5051,9,
1351,5052,10,
1367,5271,7,
1368,5270,6,
1373,5295,8,
1376,5330,9,
1379,5344,7,
1380,5347,6,
1381,5348,7,
1382,5350,9,
1383,5349,8,
1384,5352,7,
1385,5351,6,
1394,5366,9,
1395,5365,8,
1396,5367,6,
1397,5368,7,
1406,5384,7,
1407,5385,8,
1408,5386,9,
1409,5387,6,
1418,5388,10,
1423,5404,8,
1424,5405,9,
1425,5418,6,
1426,5419,7,
1427,5417,9,
1428,5416,8,
1437,5426,6,
1438,5425,9,
1439,5428,8,
1440,5429,9,
1441,5430,6,
1442,5434,6,
1443,5433,9,
1444,5435,7,
1445,5432,8,
1454,5470,9,
1455,5469,8,
1456,5474,9,
1457,5475,6,
1458,5482,9,
1459,5480,7,
1460,5479,6,
1461,5481,8,
1467,5484,7,
1468,5483,6,
1473,5497,7,
1474,5495,9,
1475,5494,8,
1476,5496,6,
1481,5499,9,
1482,5498,8,
1487,5500,6,
1490,5503,10,
1494,5515,7,
1495,5516,8,
1500,5517,6,
1501,5518,9,
1505,5527,7,
1506,5526,9,
1507,5538,9,
1508,5565,9,
1509,5563,7,
1510,5562,6,
1511,5564,8,
1512,5567,12,
1513,5568,13,
1514,5566,10,
1529,5579,6,
1530,5592,8,
1531,5593,9,
1532,5616,6,
1533,5617,7,
1534,5618,8,
1553,5785,6,
1554,5786,7,
1555,5790,7,
1556,5788,9,
1557,5789,6,
1558,5787,8,
1567,5798,8,
1570,5811,6,
1571,5810,9,
1576,5817,8,
1577,5816,7,
1582,5825,9,
1583,5826,6,
1588,5845,7,
1591,5856,8,
1594,5877,9,
1595,5876,8,
1596,5878,6,
1597,5875,7,
1606,5893,9,
1607,5892,8,
1608,5901,9,
1609,5899,7,
1610,5900,8,
1611,5898,6,
1620,5912,7,
1621,5914,9,
1622,5915,6,
1623,5917,8,
1624,5916,7,
1625,5919,6,
1626,5918,9,
1627,5925,8,
1628,5923,6,
1629,5924,7,
1630,5922,9,
1639,5935,9,
1640,5936,6,
1641,5938,8,
1642,5937,7,
1643,5940,6,
1644,5939,9,
1653,5942,8,
1654,5941,7,
1659,5954,7,
1660,5953,6,
1661,5956,9,
1662,5957,6,
1663,5955,8,
1664,5961,6,
1665,5960,9,
1666,5968,9,
1667,5965,6,
1668,5967,8,
1669,5969,10,
1670,5966,7,
1675,5970,6,
1676,5971,7,
1677,5972,8,
1684,5981,9,
1685,5982,6,
1686,5984,8,
1687,5985,9,
1688,5992,8,
1689,5993,9,
1690,5990,6,
1691,5991,7,
1698,5995,7,
1699,5996,8,
1704,5997,9,
1705,5998,6,
1706,5999,7,
1713,6007,7,
1714,6006,6,
1715,6005,9,
1717,6008,8,
1718,6009,9,
1719,6011,7,
1720,6010,6,
1729,6028,9,
1730,6036,9,
1731,6033,6,
1732,6035,8,
1733,6034,7,
1738,6038,7,
1739,6037,6,
1740,6039,10,
1741,6043,9,
1742,6042,7,
1743,6041,6,
1744,6044,8,
1753,6052,6,
1754,6053,7,
1755,6054,9,
1756,6055,8,
1757,6063,8,
1758,6062,9,
1759,6069,7,
1760,6070,9,
1761,6071,8,
1762,6100,7,
1763,6101,8,
1764,6099,6,
1771,6115,10,
1775,6259,6,
1776,6260,7,
1777,6261,8,
1784,6277,7,
1785,6276,6,
1786,6280,7,
1787,6278,8,
1788,6279,6,
1795,6285,8,
1798,6293,6,
1799,6294,7,
1800,6297,7,
1801,6295,8,
1802,6296,6,
1809,6302,8,
1812,6310,6,
1813,6315,6,
1814,6316,7,
1815,6314,8,
1822,6333,8,
1823,6335,7,
1824,6339,8,
1825,6340,6,
1826,6338,7,
1833,6351,8,
1834,6350,7,
1839,6368,8,
1840,6367,7,
1841,6366,6,
1848,6387,7,
1849,6386,6,
1850,6385,8,
1857,6400,7,
1858,6399,6,
1859,6398,8,
1866,6420,6,
1867,6421,7,
1868,6422,8,
1875,6434,7,
1876,6433,6,
1877,6435,8,
1878,6437,7,
1879,6443,7,
1880,6442,6,
1881,6453,10,
1882,6451,7,
1883,6452,8,
1891,6561,10,
1895,6569,8,
1896,6568,7,
1901,6577,7,
1902,6578,8,
1907,6585,7,
1908,6586,8,
1913,6595,8,
1914,6594,7,
1919,6601,8,
1920,6600,7,
1925,6609,7,
1928,6639,7,
1929,6638,8,
1934,6652,7,
1935,6651,8,
1940,6670,7,
1941,6669,8,
1946,6684,7,
1947,6688,8,
1950,6689,7,
1953,6707,8,
1954,6708,7,
1959,6719,7,
1960,6718,8,
1965,6725,7,
1966,6724,8,
1971,6733,8,
1974,6740,7,
1975,6741,8,
1980,6750,8,
1981,6749,7,
1986,6751,10,
1990,6780,7,
1993,6784,8,
1997,6791,8,
1998,6790,7,
