EventId,EventTemplate,Occurrences
32809c09,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from  to ,20
369662f1,Unrecognized attribute value: t:AbchPersonItemType,8
b6c517a7,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",12
46630e63,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",2
a7636622,<*>(31376) deny network-outbound /private/var/run/mDNSResponder,1
ac4092ad,10:46:47.425 : BTLE scanner Powered On,1
a6d69918,button report: 0x8002be0,7
792547b0,<*>(31382) deny network-outbound /private/var/run/mDNSResponder,1
38762d07,11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,1
5ffb2db8,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",4
117a7c21,Location icon should now be in state ,37
5f5dd99f,ARPT:  wl0:    <*>,16
d83b9989,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo!   ,10
2db82054,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",7
bb67295f,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),3
76cbe61c,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,17
77d8ce80,11:46:19.229 : Finished generating hashes,1
dbcee0bf,Captive: CNPluginHandler en0: ,15
ba4f92ba,tcp_connection_destination_perform_socket_connect  connectx to  failed:  Network is ,4
bef0af28,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,5
c9f00908,11:49:29.473 : BTLE scanner Powered On,1
a5f45ef9,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",12
8114a738,CCXPCService::setStreamEventHandler Registered for notification callback.,2
92899c4a,[0701/114930:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
dd62144b,Saw change in network reachability ,4
e8db0d87,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),8
1ef22a2a,en0: BSSID changed to ,16
9934ee1d,dnssd_clientstub ConnectToServer: connect()-> No of tries: ,44
d9f63fc5,-[NETClientConnection effectiveBundleID] using process name  as bundle ID (this is expected for daemons without bundle ID,13
e1d8cde5,RTC: Maintenance   sleep  ,5
d1257bf1,13:20:12.402 : BTLE scanner Powered On,1
c8d652cd,<*>(31588) deny network-outbound /private/var/run/mDNSResponder,1
9eba2a13,RTC: PowerByCalendarDate setting ignored,11
f07e74f2,en0: 802.11d country code set to ,5
38db5c61,ARPT:  wl0: setup_keepalive: Seq:  Ack:  Win size: 4096,8
f386d376,QQ(10018) deny mach-lookup <*>,6
a4d104ae,[HID] [MT]  entered,5
ba39d390,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,1
22ac3f5f,PMStats: Hibernate read took 197 ms,1
53b882d9,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,13
efd05b38,"pages  wire  act  inact  cleaned 0 spec  zf  throt 0, compr  xpmapped 40000",4
cddb2245,"VDCAssistant: Found a camera (0x1430000005ac8290) , but was not able to start it up (0x0 -- (os/kern) successful)",1
28dbc877,handle_will_sleep_auth_and_shield_windows: Reordering authw 0x7fa823a04400(2004) (lock state: 3),1
96a91439,button report: 0x8002bdf,6
1a3a99f8,"2017-07-01 19:46:26.133 GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:0x100259c60 ticketStore=<KSPersistentTicketStore:0x100253770 store=<KSKeyedPersistentStore:0x100254d10 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100254d80 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:0x100259e70 delegate=<KSUpdateEngine:0x100259c60> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x1002594d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",1
32d1224b,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: ,20
41130755,Error returned from iconservicesagent: (null),13
ed71ad27,tcp_connection_tls_session_error_callback_imp  __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,8
52cea82a,"SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",5
fc87dd55,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,26
8d895879,WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,1
bcdb1a30,"<*>://DB05755C-483D-44B7-B93B-ED06E57FF420/CalDAVPrincipal/p11: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 59 seconds. Ignoring.",1
70a6640f,device_generate_desktop_screenshot: authw  shield ,3
c7fe0412,[<*>] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],5
70bd6693,"NETWORK: requery, 0, 0, 0, 0,  items, fQueryRetries,  fLastRetryTimestamp, ",17
0dfd2fde,Previous sleep cause: 5,15
17ff37de,Wake reason: RTC (Alarm),5
d0bf916b,AppleThunderboltNHIType2::prePCIWake - power up complete - took  us,15
147dac91,02:18:39.156 : BTLE scanner Powered On,1
ff43c11b,network changed:    Proxy SMB,8
1d1c4dc2,hibernate_page_list_setall found pageCount ,2
ba0010cd,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,2
d31f968b,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,1
a0e93f54,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x8000000000000000 to 0x4,8
2d061e2a,FA||Url||taskID[2019353117] dealloc,1
d89ee3ec,"2017-07-02 10:40:07.676 GoogleSoftwareUpdateAgent[32012/0x7000002a0000] [lvl=2] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""<*>"" using engine <KSUpdateEngine:0x100313e70 ticketStore=<KSPersistentTicketStore:0x100332a60 store=<KSKeyedPersistentStore:0x100315fa0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x1003176d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:0x1003143e0 delegate=<KSUpdateEngine:0x100313e70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x100311a10 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",1
598f41cd,2017/07/02 11:38:49.414 | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = ******2341.,1
dc92b7c2,Bluetooth -- LE is supported - Disable LE meta event,11
7ccc8562,12:15:23.005 : Discoverable mode changed to Off,1
4eb82fa4,tcp_connection_handle_connect_conditions_bad  failed: 3 - No network route,18
719e535a,TBT W (2): 0x0040 [x],4
e6b6682c,network changed: DNS* Proxy,3
ff182f7d,ASL Sender Statistics,9
043effbe,2017-07-02 15:46:40.516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id: 32433,1
f9cc2522,"2017-07-02 15:46:40.697 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.",1
a4ffc367,2017-07-02 15:46:41.445 ksfetch[32435/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x1005110b0> { URL: https://<*>/service/update2?cup2hreq=53f725cf03f511fab16f19e789ce64aa1eed72395fc246e9f1100748325002f4&cup2key=7:1132320327 }) to folder:/tmp/KSOutOfProcessFetcher.YH2CjY1tnx/download,1
c5908e46,FA||Url||taskID[2019353182] dealloc,1
9690a969,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/<*>/Contents/MacOS/<*> error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/<*>",15
47b71ac4,[17:13:46.390] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f92413e3000) rejecting report of layer being serviced - IQ has not yet begun to update,1
d371fd4d,[17:19:15.148] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2306,1
fe5e5335,KeychainGetICDPStatus: keychain: -25300,14
1ebbfe72,host connection <NSXPCConnection: 0x7fddbbb015c0> connection from pid 30298 invalidated,1
843af818,Error in  -1856,2
7bb4135f,ARPT:  wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,9
3c49eacb,<*>(32626) deny network-outbound /private/var/run/mDNSResponder,1
689b0e90,in6_unlink_ifa: IPv6 address  has no prefix,9
16a5c1b8,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out.""  {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out.""   _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}},   _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",2
e03870a9,"device_generate_lock_screen_screenshot: authw  0,   shield  dev [1440,900]",3
077e5199,2017-07-02 20:50:47.457 ksfetch[32776/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1926 bytes from stdin.,1
eb72c4e3,[21:17:07.529] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
cd1f36c0,21:48:53.041 : BTLE scanner Powered Off,1
9f7baab8,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline.""  {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline.""   _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}},   _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",3
9aa21f5b,ARPT:  AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,7
85424dac,Received Capture Event,15
61cfe88c,Sandbox:  deny(1) mach-lookup <*>,4
abcbc554,[22:32:34.846] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
2085f79d,sigio_handler: sigio_handler_active != ,5
f5185b6a,############################## _getSysMsgList,10
92f912f7,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
48034cb9,Wake reason: ?,2
5295285c,01:06:37.436 : Scanning mode Contacts Only,1
270dd306,01:42:26.004 : BTLE scanning stopped,1
509dff0a,<*>(32992) deny network-outbound /private/var/run/mDNSResponder,1
c6c984ba,wake time set  s,3
c38fba9c,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
c8bfd53b,03:31:43.005 : BTLE scanning stopped,1
278a7465,<*>(33047) deny network-outbound /private/var/run/mDNSResponder,1
bbe95636,<*>(33056) deny network-outbound /private/var/run/mDNSResponder,1
10b70759,button report: 0x80039B7,6
e3ecd38a,AppleCamIn::handleWakeEvent_gated,15
0addb061,06:57:52.002 : Purged contact hashes,1
6e842c1b,<*>(33139) deny network-outbound /private/var/run/mDNSResponder,2
eff1f689,07:33:34.878 : BTLE scanning started,1
b92c33ce,"IOPMrootDomain: idle cancel, state 1",3
33f9638b,08:21:18.004 : Discoverable mode changed to Off,1
07fedced,"hibernate_alloc_pages act  inact  anon  throt 0, spec  wire  wireinit 39927",2
fd36dc28,hibernate_teardown_pmap_structs done: last_valid_compact_indx ,2
d7fba76d,09:57:10.384 : Scanning mode Contacts Only,1
ca329ae1,enabling pid=30298 for plug-in <*>(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/<*>,1
8f3dfac5,FA||Url||taskID[2019353296] dealloc,1
1dbf9f6e,"2017-07-03 10:40:41.730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100510480 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",1
6f19ea9e,2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,1
71d3b15f,FA||Url||taskID[2019353306] dealloc,1
30cadd9c,[11:27:14.923] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
adb5ae88,[11:31:49.472] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
76f87d00,[11:31:49.593] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2092,1
86732433,[11:34:44.290] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2092,1
eed94080,[11:38:27.892] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce1406d600) rejecting report of layer being serviced - IQ has not yet begun to update,1
298bd36a,[11:39:18.356] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce15069400) rejecting report of layer being serviced - IQ has not yet begun to update,1
1b6cf97b,[11:41:18.041] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce16267800) rejecting report of layer being serviced - IQ has not yet begun to update,1
7b8c1955,[11:48:35.539] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
466b8161,[11:50:02.531] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2306,1
b4e74f43,[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2306,1
f5bcc979,[11:51:29.334] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2306,1
491220dc,[11:56:05.232] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
ba42a253,[11:58:00.829] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
160f778d,[11:58:36.563] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2092,1
26c075ed,[12:02:22.126] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
5a107fde,[12:03:48.669] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
8081f345,[12:04:32.065] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
ff8d6c8a,[12:11:47.043] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2092,1
e3643dce,[12:22:42.202] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line 2306,1
9ea1c966,Opened file  size  extents  maxio 2000000 ssd 1,3
1592460a,"NETWORK: no response from server, reachability, 2, queryRetries, ",4
fe47853d,"Unexpected payload found for message 9, dataLen 0",2
1a40301a,CCFile::captureLog,17
6eb045f0,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161,2
13ef5e58,ARPT:  AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,12
eeabc71a,Internal name did not resolve to internal address!,1
a4ea269e,Service exited with abnormal code: 1,1
ff2dbb5d,Central manager is not powered on,1
4d3b3fa9,CCFile::captureLogRun Skipping current file Dir file  Current File ,31
d7c54be4,CCFile::copyFile fileName is  source  dest ,21
461799e6,ARPT:  framerdy 0x0 bmccmd  framecnt 1024,8
519486bb,<*>(33476) deny network-outbound /private/var/run/mDNSResponder,1
a10a40f2,<IMMacNotificationCenterManager:  DND Enabled: ,3
ab1c1dea,13:55:56.094 : Starting AirDrop server for user 501 on wake,1
848eefac,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of  bytes @  took   to complete,  reads >=  sec.",3
d1138edd,<*>(33523) deny network-outbound /private/var/run/mDNSResponder,1
2233bcfc,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
c5aa8f52,"CCLogTap::profileRemoved, Owner: <*>, Name: ",3
10f1ee27,network changed:  DNS- Proxy-,2
71857213,ARPT: 682834.192587: wlc_dump_aggfifo:,1
23072ce2,[16:25:45.631] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
dc0c3b33,<*>(33562) deny network-outbound /private/var/run/mDNSResponder,1
251a2fa8,ARPT: 682977.654133: wlc_dump_aggfifo:,1
8a52b242,doSaveChannels@286: Will write to:  - ,6
567eb8b0,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@<*>/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" UserInfo={NSUnderlyingError=0x7f9af3646900 {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",1
11e815df,hibernate image path: /var/vm/sleepimage,2
6cf0863e,hibernate_flush_memory: buffer_cache_gc freed up  wired pages,2
2cbb989d,"hibernate_machine_init pagesDone  sum2  time:  ms, disk(0x20000)  Mb/s, comp bytes:  time:  ms  Mb/s, crypt bytes:  time:  ms  Mb/s",2
2e4907dc,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,4
e27b78db,hibernate_machine_init reading,2
24b1410e,assertion failed: 15G1510: <*> + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,3
eb517b15,jemmytest,10
fec6624e,hibernate_setup(0) took  ms,2
6780df4d,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 --  ****,2
cced0800,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,1
38ad951f,hciControllerOnline; HID devices? 0,1
1ee03660,INIT -- Host controller is published,2
1a7dee52,"polled file major 1, minor 0, blocksize 4096, pollers 5",3
c951bd16,BuildActDeviceEntry exit,2
215ac9a9,"ARPT: 683604.474196: IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': 578,",1
59e9c91e,Wake reason: ARPT (Network),3
332e6c70,AppleActuatorHIDEventDriver: message service is terminated,1
095c04fe,[18:56:23.837] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,1
3131dbef,payload Data 07 00,1
56e0fe6c,WARNING: hibernate_page_list_setall skipped  xpmapped pages,2
c4aa369c,"hibernate_teardown: wired_pages 544767, free_pages 3578340, active_pages 40000, inactive_pages 0, speculative_pages 0, cleaned_pages 0, compressor_pages 112",1
f3048b6e,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
6388fe89,[19:04:53.965] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
7fef78f4,hibernate_rebuild_pmap_structs done: last_valid_compact_indx 285862,1
6c8af670,BuildActDeviceEntry enter,2
cc9142d7,(ImportBailout.Error:1331) Asked to exit for Diskarb,1
0bb1f3d1,[20:20:37.119] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
662ba17a,2017-07-03 20:25:13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x10053b310 productID=<*> version=<*> xc=<KSPathExistenceChecker:0x10053ac30 path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url=https://<*>/service/update2 creationDate=2017-02-18 15:41:17 ticketVersion=1 > )} Using server: <KSOmahaServer:0x100248090 engine=<KSUpdateEngine:0x1007249c0> >,1
