EventId,EventTemplate,Occurrences
44a8ef10,Bringing up loopback interface: succeeded,1
8ec80336,VFS: Disk quotas dquot_6.5.1,1
53afafca,"Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)",1
14308974,SELinux: Registering netfilter hooks,1
d6bd2fc9,Initializing Cryptographic API,1
2a4a45de,pci_hotplug: PCI Hot Plug PCI Core version: 0.5,1
7681522b,isapnp: Scanning for PnP cards...,1
f73b80ae,isapnp: No Plug & Play device found,1
18c74772,Real Time Clock Driver v1.12,1
f644054b,Linux agpgart interface v0.100 (c) Dave Jones,1
