LineId,Time,Content,EventId,EventTemplate
42,17:51:32,"22/11/20 17:51:32 INFO hdfs.DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938101819, maxDate=1669542901819, sequenceNumber=8531678, masterKeyId=1042 on ha-hdfs:cuhkcluster/n",ae73fdd8,"22<*> <*>:<*>:<*> INFO <*> Created token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*> on ha<*>hdfs:cuhkcluster<*>"
43,17:51:32,"22/11/20 17:51:32 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA/n",90fb6e17,22<*> <*>:<*>:<*> INFO <*> Getting new token from http:<*> renewer:rm<*>
44,17:51:32,"22/11/20 17:51:32 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938101908, maxDate=1669542901908, sequenceNumber=78281, masterKeyId=652))/n",97ed0447,"22<*> <*>:<*>:<*> INFO <*> New token received: (Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>))<*>"
45,17:51:32,"22/11/20 17:51:32 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938101819, maxDate=1669542901819, sequenceNumber=8531678, masterKeyId=1042)/n",6689224c,"22<*> <*>:<*>:<*> INFO <*> Got dt for hdfs:<*> Kind: HDFS_DELEGATION_TOKEN, Service: ha<*>hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)<*>"
46,17:51:32,"22/11/20 17:51:32 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938101908, maxDate=1669542901908, sequenceNumber=78281, masterKeyId=652)/n",f3da8fe8,"22<*> <*>:<*>:<*> INFO <*> Got dt for hdfs:<*> Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)<*>"
47,17:51:33,22/11/20 17:51:33 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_6827/n,29d1c5e0,22<*> <*>:<*>:<*> INFO <*> Disabling Erasure Coding for path: <*>
48,17:51:33,22/11/20 17:51:33 INFO terasort.TeraGen: Generating 128000 using 3/n,7d26730c,22<*> <*>:<*>:<*> INFO terasort.TeraGen: Generating <*> using <*><*>
49,17:51:33,22/11/20 17:51:33 INFO mapreduce.JobSubmitter: number of splits:3/n,20c96639,22<*> <*>:<*>:<*> INFO <*> number of splits:<*><*>
50,17:51:33,22/11/20 17:51:33 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_6827/n,20413351,22<*> <*>:<*>:<*> INFO <*> Submitting tokens for job: job_<*>_<*><*>
51,17:51:33,"22/11/20 17:51:33 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938101819, maxDate=1669542901819, sequenceNumber=8531678, masterKeyId=1042), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938101908, maxDate=1669542901908, sequenceNumber=78281, masterKeyId=652)]/n",7da86046,"22<*> <*>:<*>:<*> INFO <*> Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha<*>hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>), Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)]<*>"
52,17:51:33,22/11/20 17:51:33 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml/n,6b2d7d58,22<*> <*>:<*>:<*> INFO <*> found resource resource<*>types.xml at file:<*>
53,17:51:33,22/11/20 17:51:33 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188/n,88ee3db3,22<*> <*>:<*>:<*> INFO <*> Timeline service address: <*>
54,17:51:34,22/11/20 17:51:34 INFO impl.YarnClientImpl: Submitted application application_1668496639954_6827/n,5687db9a,22<*> <*>:<*>:<*> INFO <*> Submitted application application_<*>_<*><*>
55,17:51:34,22/11/20 17:51:34 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_6827//n,8b00557e,22<*> <*>:<*>:<*> INFO <*> The url to track the job: http:<*>
56,17:51:34,22/11/20 17:51:34 INFO mapreduce.Job: Running job: job_1668496639954_6827/n,12416bdf,22<*> <*>:<*>:<*> INFO <*> Running job: job_<*>_<*><*>
57,17:51:42,22/11/20 17:51:42 INFO mapreduce.Job: Job job_1668496639954_6827 running in uber mode : false/n,cc229564,22<*> <*>:<*>:<*> INFO <*> Job job_<*>_<*> running in uber mode : <*><*>
58,17:51:42,22/11/20 17:51:42 INFO mapreduce.Job:  map 0% reduce 0%/n,e3e2bb39,22<*> <*>:<*>:<*> INFO <*> map <*>% reduce <*>%<*>
59,17:51:49,22/11/20 17:51:49 INFO mapreduce.Job:  map 67% reduce 0%/n,e3e2bb39,22<*> <*>:<*>:<*> INFO <*> map <*>% reduce <*>%<*>
60,17:51:55,22/11/20 17:51:55 INFO mapreduce.Job:  map 100% reduce 0%/n,e3e2bb39,22<*> <*>:<*>:<*> INFO <*> map <*>% reduce <*>%<*>
61,17:51:58,22/11/20 17:51:58 INFO mapreduce.Job: Job job_1668496639954_6827 completed successfully/n,9096a907,22<*> <*>:<*>:<*> INFO <*> Job job_<*>_<*> completed successfully<*>
62,17:51:58,22/11/20 17:51:58 INFO mapreduce.Job: Counters: 33/n	File System Counters/n		FILE: Number of bytes read=0/n		FILE: Number of bytes written=741919/n		FILE: Number of read operations=0/n		FILE: Number of large read operations=0/n		FILE: Number of write operations=0/n		HDFS: Number of bytes read=248/n		HDFS: Number of bytes written=12800000/n		HDFS: Number of read operations=18/n		HDFS: Number of large read operations=0/n		HDFS: Number of write operations=6/n	Job Counters /n		Launched map tasks=3/n		Other local map tasks=3/n		Total time spent by all maps in occupied slots (ms)=68226/n		Total time spent by all reduces in occupied slots (ms)=0/n		Total time spent by all map tasks (ms)=22742/n		Total vcore-milliseconds taken by all map tasks=22742/n		Total megabyte-milliseconds taken by all map tasks=69863424/n	Map-Reduce Framework/n		Map input records=128000/n		Map output records=128000/n		Input split bytes=248/n		Spilled Records=0/n		Failed Shuffles=0/n		Merged Map outputs=0/n		GC time elapsed (ms)=275/n		CPU time spent (ms)=7390/n		Physical memory (bytes) snapshot=1007579136/n		Virtual memory (bytes) snapshot=14031929344/n		Total committed heap usage (bytes)=1625817088/n		Peak Map Physical memory (bytes)=337891328/n		Peak Map Virtual memory (bytes)=4679204864/n	org.apache.hadoop.examples.terasort.TeraGen$Counters/n		CHECKSUM=274499767025821/n	File Input Format Counters /n		Bytes Read=0/n	File Output Format Counters /n		Bytes Written=12800000/n,3f55ddf0,22<*> <*>:<*>:<*> INFO mapreduce.Job: Counters: <*><*> File System Counters<*> FILE: Number of bytes read<*><*><*> FILE: Number of bytes written<*><*><*> FILE: Number of read operations<*><*><*> FILE: Number of large read operations<*><*><*> FILE: Number of write operations<*><*><*> HDFS: Number of bytes read<*><*><*> HDFS: Number of bytes written<*><*><*> HDFS: Number of read operations<*><*><*> HDFS: Number of large read operations<*><*><*> HDFS: Number of write operations<*><*><*> Job Counters <*> Launched map tasks<*><*><*> Other local map tasks<*><*><*> Total time spent by all maps in occupied slots (ms)<*><*><*> Total time spent by all reduces in occupied slots (ms)<*><*><*> Total time spent by all map tasks (ms)<*><*><*> Total vcore<*>milliseconds taken by all map tasks<*><*><*> Total megabyte<*>milliseconds taken by all map tasks<*><*><*> Map<*>Reduce Framework<*> Map input records<*><*><*> Map output records<*><*><*> Input split bytes<*><*><*> Spilled Records<*><*><*> Failed Shuffles<*><*><*> Merged Map outputs<*><*><*> GC time elapsed (ms)<*><*><*> CPU time spent (ms)<*><*><*> Physical memory (bytes) snapshot<*><*><*> Virtual memory (bytes) snapshot<*><*><*> Total committed heap usage (bytes)<*><*><*> Peak Map Physical memory (bytes)<*><*><*> Peak Map Virtual memory (bytes)<*><*><*> <*> <*> File Input Format Counters <*> Bytes Read<*><*><*> File Output Format Counters <*> Bytes Written<*><*><*>
63,17:51:58,finish HadoopPrepareTerasort bench/n/n/n,810a13a1,finish <*> bench<*>
64,17:51:58,total        used        free      shared  buff/cache   available/nMem:        8010172      627052     6692888        8624      690232     7066364/nSwap:       8388604           0     8388604			  	0			0			0			/n,47df6e7d,total used free shared buff<*> available<*> <*> <*> <*> <*> <*> <*><*> <*> <*> <*> <*> <*> <*> <*>
65,17:51:58,Start changing mapper and reducer .../n,abdeec3d,Start changing mapper and reducer ...<*>
66,17:51:58,"====================Start execute hibench datasize: tiny, mapper: 1, reducer: 1 ======================/n",e8b0ae87,"<*>Start execute hibench datasize: <*> mapper: <*>, reducer: <*> <*><*>"
67,17:51:58,Running terasort test .../n,a83566c9,Running <*> test ...<*>
68,17:51:58,USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND/nroot       698  0.0  0.0 110044   824 tty1     Ss+  16:38   0:00 /sbin/agetty --noclear tty1 linux/nroot       775  0.0  0.0 115528  2284 pts/0    Ss+  17:44   0:00 /usr/bin/bash --init-file /root/.vscode-server/bin/8fa188b2b301d36553cbc9ce1b0a146ccb93351f/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh/nroot      2081  0.0  0.0 113132  1480 pts/0    S    17:51   0:00 sh run_terasort.sh/nroot      2458  0.0  0.0 151064  1800 pts/0    R    17:52   0:00 ps au/nroot      7966  0.0  0.0 115524  2256 pts/1    Ss+  17:02   0:00 /usr/bin/bash --init-file /root/.vscode-server/bin/6261075646f055b99068d3688932416f2346dd3b/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh/nroot      9390  0.0  0.0 115524  2260 pts/3    Ss+  17:04   0:00 /usr/bin/bash --init-file /root/.vscode-server/bin/6261075646f055b99068d3688932416f2346dd3b/out/vs/workbench/contrib/terminal/browser/media/shellIntegration-bash.sh/n,6d8179c3,USER PID %CPU %MEM VSZ RSS TTY STAT START TIME COMMAND<*> <*> <*>.<*> <*>.<*> <*> <*> tty1 Ss<*> <*>:<*> <*>:<*> <*> <*>noclear tty1 linux<*> <*> <*>.<*> <*>.<*> <*> <*> pts<*> Ss<*> <*>:<*> <*>:<*> <*> <*>init<*>file <*> <*> <*>.<*> <*>.<*> <*> <*> pts<*> S <*>:<*> <*>:<*> sh run_terasort.sh<*> <*> <*>.<*> <*>.<*> <*> <*> pts<*> R <*>:<*> <*>:<*> ps au<*> <*> <*>.<*> <*>.<*> <*> <*> pts<*> Ss<*> <*>:<*> <*>:<*> <*> <*>init<*>file <*> <*> <*>.<*> <*>.<*> <*> <*> pts<*> Ss<*> <*>:<*> <*>:<*> <*> <*>init<*>file <*>
69,17:51:58,patching args=/n,34eba875,patching args<*><*>
70,17:51:58,Parsing conf: /home/team7/HiBench3/conf/hadoop.conf/n,018e820f,Parsing conf: <*>
71,17:51:58,Parsing conf: /home/team7/HiBench3/conf/hibench.conf/n,018e820f,Parsing conf: <*>
72,17:51:58,Parsing conf: /home/team7/HiBench3/conf/spark.conf/n,018e820f,Parsing conf: <*>
73,17:51:58,Parsing conf: /home/team7/HiBench3/conf/workloads/micro/terasort.conf/n,018e820f,Parsing conf: <*>
74,17:51:58,probe sleep jar: /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-client-jobclient-tests.jar/n,ee3dfcce,probe sleep jar: <*>
75,17:51:58,start HadoopTerasort bench/n,5764a193,start <*> bench<*>
76,17:51:58,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output/n,31eb8a06,hdfs rm <*>r: <*> <*>config <*> fs <*>rm <*>r <*>skipTrash hdfs:<*>
77,17:51:58,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output/n,05d29f89,Deleted hdfs:<*>
78,17:51:58,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input/n,e4428b5b,hdfs du <*>s: <*> <*>config <*> fs <*>du <*>s hdfs:<*>
79,17:51:58,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /usr/hdp/3.0.1.0-187/hadoop/../hadoop-mapreduce/hadoop-mapreduce-examples.jar terasort -D mapreduce.job.reduces=1 -D mapreduce.job.queuename=team7 hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Input hdfs://cuhkcluster/dataspace/team7/HiBench/Terasort/Output/n,f84e04d5,Submit MapReduce Job: <*> <*>config <*> jar <*> terasort <*>D <*> <*>D <*> hdfs:<*> hdfs:<*>
80,17:52:09,22/11/20 17:52:09 INFO terasort.TeraSort: starting/n,955f88c7,22<*> <*>:<*>:<*> INFO <*> <*>
81,17:52:10,"22/11/20 17:52:10 INFO hdfs.DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938139140, maxDate=1669542939140, sequenceNumber=8531685, masterKeyId=1042 on ha-hdfs:cuhkcluster/n",ae73fdd8,"22<*> <*>:<*>:<*> INFO <*> Created token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*> on ha<*>hdfs:cuhkcluster<*>"
82,17:52:10,"22/11/20 17:52:10 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA/n",90fb6e17,22<*> <*>:<*>:<*> INFO <*> Getting new token from http:<*> renewer:rm<*>
83,17:52:10,"22/11/20 17:52:10 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938139216, maxDate=1669542939216, sequenceNumber=78283, masterKeyId=653))/n",97ed0447,"22<*> <*>:<*>:<*> INFO <*> New token received: (Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>))<*>"
84,17:52:10,"22/11/20 17:52:10 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938139140, maxDate=1669542939140, sequenceNumber=8531685, masterKeyId=1042)/n",6689224c,"22<*> <*>:<*>:<*> INFO <*> Got dt for hdfs:<*> Kind: HDFS_DELEGATION_TOKEN, Service: ha<*>hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)<*>"
85,17:52:10,"22/11/20 17:52:10 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938139216, maxDate=1669542939216, sequenceNumber=78283, masterKeyId=653)/n",f3da8fe8,"22<*> <*>:<*>:<*> INFO <*> Got dt for hdfs:<*> Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)<*>"
86,17:52:10,22/11/20 17:52:10 INFO input.FileInputFormat: Total input files to process : 3/n,68430c48,22<*> <*>:<*>:<*> INFO <*> Total input files to process : <*><*>
87,17:52:10,Spent 520ms computing base-splits./n,13ad3876,Spent <*> computing base<*>splits.<*>
88,17:52:10,Spent 2ms computing TeraScheduler splits./n,ff975c27,Spent <*> computing TeraScheduler splits.<*>
89,17:52:10,Computing input splits took 523ms/n,dad1f533,Computing input splits took <*>
90,17:52:10,Sampling 3 splits of 3/n,68e224eb,Sampling <*> splits of <*><*>
91,17:52:10,Making 1 from 99999 sampled records/n,c47ca505,Making <*> from <*> sampled records<*>
92,17:52:10,Computing parititions took 371ms/n,9c3e190a,Computing parititions took <*>
93,17:52:10,Spent 896ms computing partitions./n,592be439,Spent <*> computing partitions.<*>
94,17:52:10,22/11/20 17:52:10 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200/n,897eb8fa,22<*> <*>:<*>:<*> INFO <*> Connecting to Application History server at <*>
95,17:52:11,22/11/20 17:52:11 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_6829/n,29d1c5e0,22<*> <*>:<*>:<*> INFO <*> Disabling Erasure Coding for path: <*>
96,17:52:11,22/11/20 17:52:11 INFO mapreduce.JobSubmitter: number of splits:3/n,20c96639,22<*> <*>:<*>:<*> INFO <*> number of splits:<*><*>
97,17:52:11,22/11/20 17:52:11 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_6829/n,20413351,22<*> <*>:<*>:<*> INFO <*> Submitting tokens for job: job_<*>_<*><*>
98,17:52:11,"22/11/20 17:52:11 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668938139140, maxDate=1669542939140, sequenceNumber=8531685, masterKeyId=1042), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668938139216, maxDate=1669542939216, sequenceNumber=78283, masterKeyId=653)]/n",7da86046,"22<*> <*>:<*>:<*> INFO <*> Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha<*>hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>), Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)]<*>"
99,17:52:11,22/11/20 17:52:11 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml/n,6b2d7d58,22<*> <*>:<*>:<*> INFO <*> found resource resource<*>types.xml at file:<*>
100,17:52:11,22/11/20 17:52:11 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188/n,88ee3db3,22<*> <*>:<*>:<*> INFO <*> Timeline service address: <*>
