LineId,ThreadID,User,Content,EventId,EventTemplate
14,2,main,"Info: The max number of VTY users is 16, the number of current VTY users online is 5, and total number of terminal users online is 3./n The current login time is 2019-01-11 15:00:13./n/n",43439814,Info The max number of VTY users is <*> the number of current VTY users online is <*> and total number of terminal users online is <*>.<*> The current login time is <*> <*> <*> <*>.<*>
15,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: quit/n,4753e623,<*> <*> <*> <*> <*> <*> quit<*>
16,2,main,quit/n/n,4753e623,<*> <*> <*> <*> <*> <*> quit<*>
17,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display clock/n,5ed41ece,[<*> <*> <*> <*>.<*>] <*> <*>] display clock<*>
18,2,main,display clock/n2011-05-13 15:00:13/nTuesday/nTime Zone(DefaultZoneName): UTC/n/n,b496d988,display clock<*> <*> <*> <*><*> Zone(DefaultZoneName) UTC<*>
19,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display version/n,c39ece12,[<*> <*> <*> <*>.<*>] <*> <*>] display version<*>
20,2,main,"display version/nVersatile Routing Platform Software/nVRP (R) software, Version 6.220 (NE9000-20-LS V800R022C10)/nCopyright (C) 2011-2021 Technologies Co., Ltd./nNE9000-20 uptime is 1 day, 8 hours, 30 minutes/n/nNE9000-20-LS version information:/n---------------------------------------/nBKP version information:/nVMPU Slot Quantity: 3/nLPU Slot Quantity: 30/n---------------------------------------/nVMPU version information:/n/nVMPU (Master) 22: uptime is 0 day, 9 hours, 42 minutes/n Startup Time 2021/08/12 05:14:21/n SDRAM Memory Size :  12299 M bytes/n CFCARD Memory Size : 5125 M bytes/n VMPU CR9D0MPUQ180-VMPU version information:/n PCB  Version : VIRTUALMPU REV A/n/n",764ab33e,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> version <*> <*> <*> <*> <*> <*>
21,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display device/n,b0ca99ba,[<*> <*> <*> <*>.<*>] <*> <*>] display device<*>
22,2,main,display device/nNE9000-20-LS's Device status:/n-------------------------------------------------------------------/nSlot # Type  Online   Register      Status    Role  Lsld  Primary/n-------------------------------------------------------------------/n5        LPU   Present  Registered  Normal  LC      3       NA/n8        LPU   Present  Registered  Normal  LC      3       NA/n12      LPU   Present  Registered  Normal  LC      3       NA/n23      LPU   Present  Registered  Normal  MMB 3       Master/n-------------------------------------------------------------------/n/n,267cf91b,display device<*> Device status <*> # Type Online Register Status Role Lsld Primary<*> LPU Present Registered Normal LC <*> NA<*> LPU Present Registered Normal LC <*> NA<*> LPU Present Registered Normal LC <*> NA<*> LPU Present Registered Normal MMB <*> Master<*>
23,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display license/n,5f9c519f,[<*> <*> <*> <*>.<*>] <*> <*>] display license<*>
24,2,main,display license/nActive Lisense : cfcard:/LICNE9000_V800R021_20210802BAE85C.xml/nLisense state : Demo/nRevoke ticket : No ticket/nLicense mode : commom/n/nItem name         Item type           Value             Description/n-------------------------------------------------------------------/nLCR959GRAD0Q        --                 400               NetEngine9000 500M Upgrade to 10G Port Enable  RTU (per 500M)/nLCR959GRAD0Q       Resource       400               NetEngine9000 500M Upgrade to 10G Port Enable  RTU (per 500M)/nLCR959GRAS 00        --                 1                   NetEngine9000 Virtual System Function License/nLCR959GRAN00        Fuction         Yes               NetEngine9000 IP Performance Measure Licence (IP FPM)/n/nItem name           (View)Resource License Command-Line/n-------------------------------------------------------------------/nLCR9S9KXL3V1L    (License)active port-I3vpn slot <slot-id> card <card-id> port <port-list>/nLCR9S9KXL231L    (Slot)I3vpn capacity enhance enable/nLCR9S7KXL4V1L    (License)active port-I3vpn slot <slot-id> card <card-id> port <port-list>/nLCR9S8KXL5V1L    (License)active port-I3vpn slot <slot-id> card <card-id> port <port-list>/n/n,af4c6b9a,display license<*> Lisense cfcard <*> state Demo<*> ticket No ticket<*> mode commom<*> name Item type Value Description<*> <*> <*> NetEngine9000 500M Upgrade to 10G Port Enable RTU (per 500M)<*> Resource <*> NetEngine9000 500M Upgrade to 10G Port Enable RTU (per 500M)<*> <*> <*> <*> NetEngine9000 Virtual System Function License<*> Fuction Yes NetEngine9000 IP Performance Measure Licence (IP FPM)<*> name (View)Resource License Command<*>Line<*> (License)active port<*>I3vpn slot <slot<*>id> card <card<*>id> port <port<*>list><*> (Slot)I3vpn capacity enhance enable<*> (License)active port<*>I3vpn slot <slot<*>id> card <card<*>id> port <port<*>list><*> (License)active port<*>I3vpn slot <slot<*>id> card <card<*>id> port <port<*>list><*>
25,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display patch verbose/n,5e6a104c,[<*> <*> <*> <*>.<*>] <*> <*>] display patch verbose<*>
26,2,main,display patch verbose/nInfo: No patch exists./nThe current state is: Idle/nBoard Info:/n----------------------------------------/nSlot-id PatchType Count/n----------------------------------------/n-       -        -/n----------------------------------------/n/n,bdba6efe,display patch verbose<*> No patch exists.<*> current state is Idle<*> Info <*> PatchType Count<*> <*> <*><*>
27,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display module-information/n,d4124da9,[<*> <*> <*> <*>.<*>] <*> <*>] display module<*>information<*>
28,2,main,display module-information/n                        Module-information/n-------------------------------------------------------------------/nModule    Version       InstallTime      PackageName/n-------------------------------------------------------------------/nRM         V200R212SPH200       2021-05-21 09:53:19      V200R212SPH-NE9000_0521_3356_RM_CMS_mir.MOD/nequipment         V200R212SPH013       2021-05-21 09:53:19      V200R212SPH-NE9000_3356_RM_CMS_mir.MOD/nLI        V200R212SPH012       2021-05-21 09:53:19      V200R212SPH-NE9000_0521_3356_RM_CMS_mir.MOD/npiaobai        V200R212SPH001       2021-05-21 09:53:19      V200R212SPH-NE9000_RM_CMS_mir.MOD/n-------------------------------------------------------------------/n/n,87c4404c,display module<*>information<*> Module<*>information<*> Version InstallTime PackageName<*> <*> <*> <*> <*> <*> V200R212SPH<*>NE9000_<*>_<*>_RM_CMS_mir.MOD<*> V200R212SPH013 <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> V200R212SPH<*>NE9000_<*>_<*>_RM_CMS_mir.MOD<*> <*>
29,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display startup/n,c7ead575,[<*> <*> <*> <*>.<*>] <*> <*>] display startup<*>
30,2,main,display startup/nMainBoard: /n Configured startup sysytem software:   cfcard:/NE9000_V90012BOBO.cc/n startup sysytem software:   cfcard:/NE9000_V900129988.cc/n Next startup sysytem software:   cfcard:/NE9000_V90012.cc/n Startup paf file:   default/n Next Startup paf file:   default/n Startup patch package:   NULL/n Next Startup patch package:   NULL/nSlaveBoard: /n Configured startup sysytem software:   cfcard:/NE9000_V9001255BO.cc/n startup sysytem software:   cfcard:/NE9000_V900178988.cc/n Next startup sysytem software:   cfcard:/NE9000_V9kl012.cc/n Startup paf file:   default/n Next Startup paf file:   default/n Startup patch package:   NULL/n Next Startup patch package:   NULL/n/n,25c02aad,display startup<*> <*> Configured startup sysytem software cfcard <*> startup sysytem software cfcard <*> Next startup sysytem software cfcard <*> Startup paf file default<*> Next Startup paf file default<*> Startup patch package NULL<*> Next Startup patch package NULL<*> <*> Configured startup sysytem software cfcard <*> startup sysytem software cfcard <*> Next startup sysytem software cfcard <*> Startup paf file default<*> Next Startup paf file default<*> Startup patch package NULL<*> Next Startup patch package NULL<*>
31,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: system/n,9535aa03,[<*> <*> <*> <*>.<*>] <*> <*>] system<*>
32,2,main,"system/nEnter system view, return view with return command./n/n",b69bb118,system<*> system view return view with return command.<*>
33,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: diagnose/n,a325d201,[<*> <*> <*> <*>.<*>] <*> <*>] diagnose<*>
34,2,main,"diagnose/nWarning: Enter system view, return view with return command./n/n",64f89adb,diagnose<*> Enter system view return view with return command.<*>
35,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: commit/n,29eaf163,<*> <*> <*> <*> <*> <*> commit<*>
36,2,main,commit/n/n,29eaf163,<*> <*> <*> <*> <*> <*> commit<*>
37,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display data-channel/n,02b8bc08,<*> <*> <*> <*> <*> <*> display data<*>channel<*>
38,2,main,display data-channel/n/n,02b8bc08,<*> <*> <*> <*> <*> <*> display data<*>channel<*>
39,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display ptn-mode/n,c4980b59,[<*> <*> <*> <*>.<*>] <*> <*>] display ptn<*>mode<*>
40,2,main,display ptn-mode/n                             ^/nError: command found at '^' position/n/n,d17cfc6b,display ptn<*>mode<*> ^<*> command found at '^' position<*>
41,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display vrcb/n,bb426aeb,[<*> <*> <*> <*>.<*>] <*> <*>] display vrcb<*>
42,2,main,display vrcb/nSystem Version: V900jiojhjo000/nVRP Version: V900CPPo000/nVIST Version: vist12.335699989/nOSAL Version: VPP V900CPPo000/nPSE Version: VPP V900CPPo000/n/n,57caca50,display vrcb<*> Version V900jiojhjo000<*> Version V900CPPo000<*> Version vist12.<*><*> Version VPP V900CPPo000<*> Version VPP V900CPPo000<*>
43,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: return/n,002df509,<*> <*> <*> <*> <*> <*> return<*>
44,2,main,return/n/n,002df509,<*> <*> <*> <*> <*> <*> return<*>
45,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display slot 7 chipisolate state/n,8c1a5218,<*> <*> <*> <*> <*> <*> display slot <*> chipisolate state<*>
46,2,main,display slot 7 chipisolate state/n/n,8c1a5218,<*> <*> <*> <*> <*> <*> display slot <*> chipisolate state<*>
47,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display anti-theft status/n,f1cf97e0,[<*> <*> <*> <*>.<*>] <*> <*>] display anti<*>theft status<*>
48,2,main,display anti-theft status/n-----------------------------------------/n                 NP state/n-----------------------------------------/n                 TM state/n-----------------------------------------/n/n,1cf90887,display anti<*>theft status<*> NP state<*> TM state<*>
49,2,main,version = 1.22.33.89/n,764ab33e,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> version <*> <*> <*> <*> <*> <*>
50,2,main,vrp_version = 1.22.33.89/n,d8f631a5,vrp_version <*> <*>
51,2,main,ne_type = 1.22.33.89/n,0af4ffbe,ne_type <*> <*>
52,2,main,ipn = Router/n/n,c83db1f0,ipn <*> Router<*>
53,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display access-user/n,0bd563c5,[<*> <*> <*> <*>.<*>] <*> <*>] display access<*>user<*>
54,2,main,display access-user/n-----------------------------------------/nTotal users               :3/nIPv4  users               :3/nIPv6  users               :3/nLac users               :3/nRUI local users               :3/nRUI remote users               :3/nAccounting ready               :3/nAccounting state               :3/n-----------------------------------------/n/n,09bf71a9,display access<*>user<*> users <*><*> users <*><*> users <*><*> users <*><*> local users <*><*> remote users <*><*> ready <*><*> state <*><*>
55,2,main,"ERROR, execute cmd: '( /usr/hdp/3.0.1.0-187/hadoop/bin/yarn node -list 2> /dev/null | grep RUNNING )' timedout./n  STDOUT:/n/n  STDERR:/n/n",3240582b,ERROR execute cmd '( <*> node <*>list <*>> <*> <*> grep RUNNING )' timedout.<*> STDOU<*> STDER<*>
56,2,main,please set `CPTS.masters.hostnames` and `CPTS.slaves.hostnames` manually/n,7740a8ad,please set <*> and <*> manually<*>
57,2,main,/home/user/CPTS3/bin/functions/workload_functions.sh: line 38: filename argument required/n,f39b0ed8,<*> line <*> filename argument required<*>
58,2,main,nohup: ignoring input/n,30881201,nohup ignoring input<*>
59,2,main,====== Start Process ======/n,394f6cc4,<*> Start Process <*><*>
60,2,main,Password for user@BIGDATA: /n,de4de47e,Password for user@BIGDATA <*>
61,2,main,==================== Start execute CPTS test ======================/n,82df2e25,<*> Start execute CPTS test <*><*>
62,2,main,mkdir: cannot create directory '/home/user/results': File exists/n,21e11a3a,mkdir cannot create directory '<*> File exists<*>
63,2,main,mkdir: cannot create directory '/home/user/results/job3': File exists/n,21e11a3a,mkdir cannot create directory '<*> File exists<*>
64,2,main,mkdir: cannot create directory '/home/user/results/job2': File exists/n,21e11a3a,mkdir cannot create directory '<*> File exists<*>
65,2,main,mkdir: cannot create directory '/home/user/results/job1': File exists/n/n,21e11a3a,mkdir cannot create directory '<*> File exists<*>
66,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display ipv6 prefix/n,c9a81508,[<*> <*> <*> <*>.<*>] <*> <*>] display ipv6 prefix<*>
67,2,main,display ipv6 prefix/n                             ^/nError: command found at '^' position/n/n,5e6b289b,display ipv6 prefix<*> ^<*> command found at '^' position<*>
68,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display ip pool/n,e3514446,[<*> <*> <*> <*>.<*>] <*> <*>] display ip pool<*>
69,2,main,display ip pool/n/nIP address pool Statistic/nLocal : 1    Remote: 1    Server: 1   /nIP address Statistic/nTotal    :3         Used    :3         Ratio    :3         /n/n,4330fb9a,display ip pool<*> address pool Statistic<*> <*> Remote <*> Server <*> <*> address Statistic<*> <*> Used <*> Ratio <*> <*>
70,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: quit/n,4753e623,<*> <*> <*> <*> <*> <*> quit<*>
71,2,main,quit/n/n,4753e623,<*> <*> <*> <*> <*> <*> quit<*>
72,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: cd//n,2ab87142,<*> <*> <*> <*> <*> <*> cd<*>
73,2,main,cd//n/n,2ab87142,<*> <*> <*> <*> <*> <*> cd<*>
74,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: pwd/n,d08ff68e,<*> <*> <*> <*> <*> <*> pwd<*>
75,2,main,pwd/n/n,d08ff68e,<*> <*> <*> <*> <*> <*> pwd<*>
76,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: system-view/n,91a1c38c,[<*> <*> <*> <*>.<*>] <*> <*>] system<*>view<*>
77,2,main,"system-view/nEnter system view, return command./n/n",463b6ede,system<*>view<*> system view return command.<*>
78,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display commit list/n,8db1ddc6,[<*> <*> <*> <*>.<*>] <*> <*>] display commit list<*>
79,2,main,display commit list/n--------------------------------------------------------------------------------------/nNo.  commitID     Label        User                    TimeStamp/n1     10052358        _           ne900112             2021-09-18 12:56:12/n2     10052359        _           ne900112             2021-09-18 12:56:13/n3     10052360        _           ne900112             2021-09-18 12:56:14/n4     10052362       va1           ne900112             2021-09-18 12:56:15/n5     10052363      bbb          ne900112             2021-09-18 12:56:16/n6     10052364      commit_label          ne900112             2021-09-18 12:56:17/n7     10052365     20210918          ne900112             2021-09-18 12:56:18/n--------------------------------------------------------------------------------------/n /n,2f7dd89e,display commit list<*> commitID Label User TimeStamp<*> <*> _ ne900112 <*> <*> <*> <*><*> <*> _ ne900112 <*> <*> <*> <*><*> <*> _ ne900112 <*> <*> <*> <*><*> <*> va1 ne900112 <*> <*> <*> <*><*> <*> bbb ne900112 <*> <*> <*> <*><*> <*> commit_label ne900112 <*> <*> <*> <*><*> <*> <*> ne900112 <*> <*> <*> <*><*> <*>
80,3,main,patching args=/n,34eba875,patching args<*><*>
81,3,main,Parsing conf: /home/user/CPTS3/conf/hadoop.conf/n,2cb7bf92,Parsing conf <*>
82,3,main,Parsing conf: /home/user/CPTS3/conf/CPTS.conf/n,2cb7bf92,Parsing conf <*>
83,3,main,Parsing conf: /home/user/CPTS3/conf/spark.conf/n,2cb7bf92,Parsing conf <*>
84,3,main,Parsing conf: /home/user/CPTS3/conf/workloads/micro/job3.conf/n,2cb7bf92,Parsing conf <*>
85,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: quit/n,4753e623,<*> <*> <*> <*> <*> <*> quit<*>
86,2,main,quit/n/n,4753e623,<*> <*> <*> <*> <*> <*> quit<*>
87,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: dir auto_9.08.100.56.cfg/n,e459e7c3,[<*> <*> <*> <*>.<*>] <*> <*>] dir <*>
88,2,main,"dir auto_9.08.100.56.cfg/nDirectory of cfcard://n/nIdx    Attr      Size(Byte)            Date         Time          FileName/n0      -rw-      22,344        April 23 2011  14:13:23     auto_9.08.100.56.cfg/n/n5,435,330 KB total (2,435,330 KB free)/n/n",a61bb58a,dir <*> of cfcard <*> Attr Size(Byte) Date Time FileName<*> <*>rw<*> <*> <*> April <*> <*> <*> <*> <*> <*> KB total (<*> <*> <*> KB free)<*>
89,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: clear configuration commit label begin_rollback/n,2e8d3ec2,[<*> <*> <*> <*>.<*>] <*> <*>] clear configuration commit label begin_rollback<*>
90,2,main,clear configuration commit label begin_rollback/n                         ^/nError: command found at '^' position/n/n,358a91b1,clear configuration commit label begin_rollback<*> ^<*> command found at '^' position<*>
91,2,789993848599303,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: rollback confuguration to file auto_9.08.100.56.cfg/n,f539ecab,[<*> <*> <*> <*>.<*>] <*> <*>] rollback confuguration to file <*>
92,2,789993848599303,Warning: This operation will revert configuration changes to the file auto_9.08.100.56.cfg. Continue? [Y/N]:/n,67d1c73c,Warning This operation will revert configuration changes to the file <*> Continue? [Y<*>
93,2,789993848599303,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: Y/n,9284c881,[<*> <*> <*> <*>.<*>] <*> <*>] Y<*>
94,2,789993848599303,Y/nWarning: Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y/N]:/n,274d4f6b,Y<*> Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y<*>
95,2,789993848599304,[2019-01-11 15:00:13.135] {DTA}[8.36.200.27 26]: Y/n,9284c881,[<*> <*> <*> <*>.<*>] <*> <*>] Y<*>
96,2,789993848599304,Y/nWarning: Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y/N]:/n,274d4f6b,Y<*> Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y<*>
97,2,789993848599303,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: N/n,23c9175a,[<*> <*> <*> <*>.<*>] <*> <*>] N<*>
98,2,789993848599303,"N/nWarning: Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y/N]:Y/nLoading rollback changes./nCommitting/nCheck rollback result./nConfiguration rollback finished, but there are still several differences./nPlease use 'display configuration rollback result' to view the differences./nPlease use 'display configuration rollback result' to view the changes./n/n",8701a001,N<*> Some warnings or configuration dofferences occurred in the last rollback. Continue? [Y<*> rollback changes.<*> rollback result.<*> rollback finished but there are still several differences.<*> use 'display configuration rollback result' to view the differences.<*> use 'display configuration rollback result' to view the changes.<*>
99,2,789993848599303,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display configuration rollback result/n,170136c6,[<*> <*> <*> <*>.<*>] <*> <*>] display configuration rollback result<*>
100,2,789993848599303,display configuration rollback result/n!There are still several differences as follow:/n bbb/n-local-user ne8809090 password hohuhu999/n+local-user ne8809090 password hohuhu9999/n #/n license/n+ active network-slice flex-channel 2000 slot 18/n+ active network-slice flex-channel 2000 slot 19/n+ active network-slice flex-channel 2000 slot 11/n+ active network-slice flex-channel 2000 slot 12/n+ active network-slice flex-channel 2000 slot 13/n+ active network-slice flex-channel 2000 slot 14/n #/n interface GigabitEthernet5/0/8/n- undo dcn/n #/n interface GigabitEthernet5/0/9/n- undo dcn/n #/n interface GigabitEthernet5/0/7/n- undo dcn/n #/n interface GigabitEthernet5/0/6/n- undo dcn/n #/n interface GigabitEthernet5/0/5/n- undo dcn/n #/n interface GigabitEthernet5/0/4/n- undo dcn/n #/n interface GigabitEthernet4/0/8/n- undo dcn/n #/n interface GigabitEthernet4/0/9/n- undo dcn/n #/n interface GigabitEthernet4/0/7/n- undo dcn/n #/n interface GigabitEthernet4/0/6/n- undo dcn/n #/n interface GigabitEthernet4/0/5/n- undo dcn/n #/n interface GigabitEthernet4/0/4/n- undo dcn/n #/n-pki domain default/n #/n/n,68450b03,display configuration rollback result<*> are still several differences as follow <*> bbb<*> ne8809090 password hohuhu999<*> ne8809090 password hohuhu9999<*> #<*> license<*> active network<*>slice flex<*>channel <*> slot <*><*> active network<*>slice flex<*>channel <*> slot <*><*> active network<*>slice flex<*>channel <*> slot <*><*> active network<*>slice flex<*>channel <*> slot <*><*> active network<*>slice flex<*>channel <*> slot <*><*> active network<*>slice flex<*>channel <*> slot <*><*> #<*> interface GigabitEthernet5<*> undo dcn<*> #<*> interface GigabitEthernet5<*> undo dcn<*> #<*> interface GigabitEthernet5<*> undo dcn<*> #<*> interface GigabitEthernet5<*> undo dcn<*> #<*> interface GigabitEthernet5<*> undo dcn<*> #<*> interface GigabitEthernet5<*> undo dcn<*> #<*> interface GigabitEthernet4<*> undo dcn<*> #<*> interface GigabitEthernet4<*> undo dcn<*> #<*> interface GigabitEthernet4<*> undo dcn<*> #<*> interface GigabitEthernet4<*> undo dcn<*> #<*> interface GigabitEthernet4<*> undo dcn<*> #<*> interface GigabitEthernet4<*> undo dcn<*> #<*> domain default<*> #<*>
101,2,main,21/12/25 20:33:42 INFO mapreduce.Job: Job job_1668496639954_6827 running in uber mode : false/n,cb04f595,21<*> <*> <*> <*> INFO mapreduce.Job Job job_<*>_<*> running in uber mode <*><*>
102,2,main,21/12/25 20:33:42 INFO mapreduce.Job:  map 0% reduce 0%/n,338f2ed2,21<*> <*> <*> <*> INFO mapreduce.Job map <*>% reduce <*>%<*>
103,2,main,21/12/25 20:33:49 INFO mapreduce.Job:  map 67% reduce 0%/n,338f2ed2,21<*> <*> <*> <*> INFO mapreduce.Job map <*>% reduce <*>%<*>
104,2,main,21/12/25 20:33:55 INFO mapreduce.Job:  map 100% reduce 0%/n,338f2ed2,21<*> <*> <*> <*> INFO mapreduce.Job map <*>% reduce <*>%<*>
105,2,main,21/12/25 20:33:58 INFO mapreduce.Job: Job job_1668496639954_6827 completed successfully/n,891e2ce2,21<*> <*> <*> <*> INFO mapreduce.Job Job job_<*>_<*> completed successfully<*>
106,2,main,21/12/25 20:33:58 INFO mapreduce.Job: Counters: 33/n	File System Counters/n		FILE: Number of bytes read=0/n		FILE: Number of bytes written=741919/n		FILE: Number of read operations=0/n		FILE: Number of large read operations=0/n		FILE: Number of write operations=0/n		HDFS: Number of bytes read=248/n		HDFS: Number of bytes written=12800000/n		HDFS: Number of read operations=18/n		HDFS: Number of large read operations=0/n		HDFS: Number of write operations=6/n	Job Counters /n		Launched map tasks=3/n		Other local map tasks=3/n		Total time spent by all maps in occupied slots (ms)=68226/n		Total time spent by all reduces in occupied slots (ms)=0/n		Total time spent by all map tasks (ms)=22742/n		Total vcore-milliseconds taken by all map tasks=22742/n		Total megabyte-milliseconds taken by all map tasks=69863424/n	Map-Reduce Framework/n		Map input records=128000/n		Map output records=128000/n		Input split bytes=248/n		Spilled Records=0/n		Failed Shuffles=0/n		Merged Map outputs=0/n		GC time elapsed (ms)=275/n		CPU time spent (ms)=7390/n		Physical memory (bytes) snapshot=1007579136/n		Virtual memory (bytes) snapshot=14031929344/n		Total committed heap usage (bytes)=1625817088/n		Peak Map Physical memory (bytes)=337891328/n		Peak Map Virtual memory (bytes)=4679204864/n	org.apache.hadoop.examples.job3.Gen$Counters/n		CHECKSUM=274499767025821/n	File Input Format Counters /n		Bytes Read=0/n	File Output Format Counters /n		Bytes Written=12800000/n/n,46e11f2b,21<*> <*> <*> <*> INFO mapreduce.Job Counters <*><*> File System Counters<*> FILE Number of bytes read<*><*><*> FILE Number of bytes written<*><*><*> FILE Number of read operations<*><*><*> FILE Number of large read operations<*><*><*> FILE Number of write operations<*><*><*> HDFS Number of bytes read<*><*><*> HDFS Number of bytes written<*><*><*> HDFS Number of read operations<*><*><*> HDFS Number of large read operations<*><*><*> HDFS Number of write operations<*><*><*> Job Counters <*> Launched map tasks<*><*><*> Other local map tasks<*><*><*> Total time spent by all maps in occupied slots (ms)<*><*><*> Total time spent by all reduces in occupied slots (ms)<*><*><*> Total time spent by all map tasks (ms)<*><*><*> Total vcore<*>milliseconds taken by all map tasks<*><*><*> Total megabyte<*>milliseconds taken by all map tasks<*><*><*> Map<*>Reduce Framework<*> Map input records<*><*><*> Map output records<*><*><*> Input split bytes<*><*><*> Spilled Records<*><*><*> Failed Shuffles<*><*><*> Merged Map outputs<*><*><*> GC time elapsed (ms)<*><*><*> CPU time spent (ms)<*><*><*> Physical memory (bytes) snapshot<*><*><*> Virtual memory (bytes) snapshot<*><*><*> Total committed heap usage (bytes)<*><*><*> Peak Map Physical memory (bytes)<*><*><*> Peak Map Virtual memory (bytes)<*><*><*> <*> CHECKSUM<*><*><*> File Input Format Counters <*> Bytes Read<*><*><*> File Output Format Counters <*> Bytes Written<*><*><*>
107,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display version/n,c39ece12,[<*> <*> <*> <*>.<*>] <*> <*>] display version<*>
