EventId,EventTemplate,Occurrences
ab83a05b,-[UABestAppSuggestionManager notifyBestAppChanged type options bundleIdentifier activityType dynamicIdentifier when confidence deviceName deviceIdentifier deviceType ] (null) UASuggestedActionType 0 (null)/(null) opts (null) when <*> <*> <*> <*> +0000 confidence 1 from (null)/(null) (UABestAppSuggestionManager.m #319),14
71a3183a,en0 channel changed to <*>,20
5855e579,ARPT <*> AQM agg results 0x8001 len hi/lo 0x0 <*> BAbitmap(0-3) 0 0 0 0,7
989e4506,<*> <*> Received Capture <*>,16
79e3d1d0,IO80211AWDLPeerManager setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,20
8754ba52,Unrecognized attribute value t AbchPersonItemType,8
d4385c20,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure Error Domain <*> Code 1035 ""Account identity not set"" UserInfo {NSDescription Account identity not set}",12
5195b03c,CFPasteboardRef CFPasteboardCreate(CFAllocatorRef CFStringRef) failed to create global data,2
3b65bd7b,10 46 47.425 BTLE scanner Powered On,1
105e43f3,button report <*>,20
a73877b4,11 20 51.293 BTLE discovered device with hash <01faa200 00000000 0000>,1
3ed7dc66,"<*> <*> <*> Error Domain NSOSStatusErrorDomain Code -50 ""query missing class name"" (paramErr error in user parameter list) UserInfo {NSDescription query missing class name}",9
3813df52,Location icon should now be in state <*>,37
3dd7812c,ARPT <*> wl0 setup_keepalive interval <*> retry_interval 30 retry_count 10,11
7e19bd46,ARPT <*> wl0 MDNS IPV4 Addr <*>,4
086cf4fa,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>,10
a0627c3b,Setting BTCoex Config enable_2G 1 profile_2g 0 enable_5G 1 profile_5G 0,7
c74f6955,Captive [CNInfoNetworkActive 1748] en0 SSID 'CalVisitor' making interface primary (cache indicates network not captive),3
79938720,-[NetworkAnalyticsEngine _writeJournalRecord fromCellFingerprint key atLOI ofKind lqm isFaulty ] Hashing of the primary key failed. Dropping the journal record.,17
627ea0d0,11 46 19.229 Finished generating hashes,1
686ae547,Captive CNPluginHandler en0 <*>,15
062ccb4c,tcp_connection_destination_perform_socket_connect <*> connectx to <*> <*> failed <*> Network is <*>,4
1bfff86c,AirPort Link Down on en0. Reason 8 (Disassociated because station leaving).,5
ce82efef,11 49 29.473 BTLE scanner Powered On,1
6cd259ed,USBMSC Identifier (non-unique) 000000000820 0x5ac 0x8406 0x820 3,12
96dab61c,CCXPCService setStreamEventHandler Registered for notification callback.,2
4122f8ed,<*> WARNING dns_config_service_posix.cc(306)] Failed to read DnsConfig.,4
d4c3092c,Saw change in network reachability (isReachable <*>,4
61eb3195,[HID] [ATC] AppleDeviceManagementHIDEventService processWakeReason Wake reason Host (0x01),8
82949200,en0 BSSID changed to 5c 50 15 <*>,9
db81b272,dnssd_clientstub ConnectToServer connect()-> No of tries <*>,44
9a054d77,-[NETClientConnection effectiveBundleID] using process name <*> as bundle ID (this is expected for daemons without bundle ID,13
df8bbf5a,RTC Maintenance 2017/7/1 19 52 56 sleep 2017/7/1 19 40 18,1
d692824c,<*> 20 <*> BTLE scanner Powered On,2
f16d6f35,RTC PowerByCalendarDate setting ignored,11
591758ae,en0 802.11d country code set to <*>,5
6510063f,QQ(10018) <*> mach-lookup <*>,9
e091ba24,RTC Maintenance 2017/7/1 21 52 00 sleep 2017/7/1 21 39 51,1
1e24561b,[HID] [MT] <*> <*> entered,5
aaf79c0c,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,1
edc044ca,PMStats Hibernate read took 197 ms,1
6c2b572f,dnssd_clientstub ConnectToServer connect() failed path /var/run/mDNSResponder Socket 4 Err -1 Errno 1 Operation not permitted,13
8f30a59d,pages <*> wire <*> act <*> inact <*> cleaned 0 spec <*> zf <*> throt 0 compr <*> xpmapped 40000,4
b00f153d,VDCAssistant Found a camera (0x1430000005ac8290) but was not able to start it up (0x0 -- (os/kern) successful),1
26262cf5,handle_will_sleep_auth_and_shield_windows Reordering authw 0x7fa823a04400(2004) (lock state 3),1
181d1ccc,"<*> <*> <*> <*> <*> [lvl 2] <*> <*> ] Checking <*> <*> <*> <KSUpdateEngine <*> ticketStore <KSPersistentTicketStore <*> store <KSKeyedPersistentStore <*> path ""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile <KSLockFile <*> path ""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked NO > >> processor <KSActionProcessor <*> delegate <KSUpdateEngine <*> isProcessing NO actionsCompleted 0 progress 0.00 errors 0 currentActionErrors 0 events 0 currentActionEvents 0 actionQueue ( ) > delegate (null) serverInfoStore <KSServerPrivateInfoStore <*> path ""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors 0 >",3
0c546325,-[ISGenerateImageOp generateImageWithCompletion ] Failed to composit image for descriptor <ISBindingImageDescriptor <*>,20
587123fd,Error returned from iconservicesagent (null),13
5d52b3d1,tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.434 error 22,8
f55981fa,send_datagram_available_ping pid 445 failed to act on a ping it dequeued before timing out.,26
73520fa9,WARNING Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,1
519fd9bd,device_generate_desktop_screenshot authw <*> shield <*>,3
109c6b61,[<*>] [Refusing to parse response to PROPPATCH because of content-type [text/html; charset UTF-8].],5
6f2d56cf,NETWORK requery 0 0 0 0 <*> items fQueryRetries 0 fLastRetryTimestamp <*>,17
b23f2c6b,Previous sleep cause 5,15
03bd8bcc,Wake reason <*>,11
22367607,AppleThunderboltNHIType2 prePCIWake - power up complete - took <*> us,15
26f07b72,<*> 18 <*> BTLE scanner Powered On,2
3655c6ec,network changed <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> Proxy <*>,11
038257e5,hibernate_page_list_setall found pageCount <*>,2
714aaa47,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService start Could not make a string from out connection notification key,2
df811d53,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,1
d5dfa319,FA||Url||taskID[2019353117] dealloc,1
8fe35238,<*> <*> <*> <*> | I | VoipWrapper | DAVEngineImpl.cpp 1400 Close | close video chat. llFriendUIN <*>,4
c86dfdd9,Bluetooth -- LE is supported - Disable LE meta event,11
dd816c9e,<*> <*> <*> Discoverable mode changed to Off,2
324e9f27,tcp_connection_handle_connect_conditions_bad <*> failed 3 - No network route,18
59d5bf23,ARPT <*> wl0 setup_keepalive <*> IP <*>,12
248579d5,TBT W (2) 0x0040 [x],4
b5dd3697,ASL Sender Statistics,9
3a3180ac,2017-07-02 15 46 40.516 GoogleSoftwareUpdateAgent[32432/0x7000002a0000] [lvl 2] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath error ] KSOutOfProcessFetcher launched '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/ksfetch' with process id 32433,1
36e45051,<*> <*> <*> <*> <*> [lvl 2] -[KSUpdateEngine updateAllExceptProduct ] KSUpdateEngine updating all installed products except '<*>'.,2
72958329,<*> <*> <*> <*> <*> [lvl 2] main() ksfetch fetching URL (<NSMutableURLRequest <*> { URL https //<*>/service/update2?cup2hreq <*> 7 <*> }) to folder <*>,2
f0a83c7f,FA||Url||taskID[2019353182] dealloc,1
031aa8ae,Path not allowed in target domain type pid path /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/<*>/Contents/MacOS/<*> error 147 The specified service did not ship in the requestor's bundle origin /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/<*>,15
2eb1eb9d,<*> <*> <*> <<<< IQ-CA >>>> piqca_setUsePreQueue <*> rejecting report of layer being serviced - IQ has not yet begun to update,4
052e0ad2,<*> <*> <*> <*> signalled err -12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/Player/FigPlayer_Async.c line <*>,9
e74ce4d4,KeychainGetICDPStatus keychain -25300,14
36029578,host connection <NSXPCConnection 0x7fddbbb015c0> connection from pid 30298 invalidated,1
e17e31e5,Error in <*> -1856,2
b963e0e1,ARPT <*> wl0 leaveModulePoweredForOffloads Wi-Fi will stay on.,9
737f318e,in6_unlink_ifa IPv6 address <*> has no prefix,9
55f7e451,ARPT <*> wl0 MDNS IPV6 Addr 2607 f140 6000 8 <*>,10
8904179f,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1001 ""The request timed out."" UserInfo {NSUnderlyingError <*> {Error Domain kCFErrorDomainCFNetwork Code -1001 ""The request timed out."" UserInfo {NSErrorFailingURLStringKey https <*> NSErrorFailingURLKey https <*> _kCFStreamErrorCodeKey -2102 _kCFStreamErrorDomainKey 4 NSLocalizedDescription The request timed out.}} NSErrorFailingURLStringKey https <*> NSErrorFailingURLKey https <*> _kCFStreamErrorDomainKey 4 _kCFStreamErrorCodeKey -2102 NSLocalizedDescription The request timed out.}",2
2ba67d97,device_generate_lock_screen_screenshot authw <*> 0 <*> <*> shield <*> dev [1440 900],3
cc554abc,<*> <*> <*> <*> <*> [lvl 2] KSHelperReceiveAllData() KSHelperTool read 1926 bytes from stdin.,2
c3d2751b,<*> <*> <*> FigAgglomeratorSetObjectForKey signalled err -16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,11
6cce95d4,21 48 53.041 BTLE scanner Powered Off,1
a92b765c,"PBRequester failed with Error Error Domain NSURLErrorDomain Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSUnderlyingError 0x7fe13512cf70 {Error Domain kCFErrorDomainCFNetwork Code -1009 ""The Internet connection appears to be offline."" UserInfo {NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorCodeKey 8 _kCFStreamErrorDomainKey 12 NSLocalizedDescription The Internet connection appears to be offline.}} NSErrorFailingURLStringKey https //<*>/dispatcher.arpc NSErrorFailingURLKey https //<*>/dispatcher.arpc _kCFStreamErrorDomainKey 12 _kCFStreamErrorCodeKey 8 NSLocalizedDescription The Internet connection appears to be offline.}",1
834f698c,ARPT <*> AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,7
1c74b0a2,<*> <*> <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted unexpected preroll-complete notification,23
9ad697fb,sigio_handler sigio_handler_active ! <*>,5
42e9195d,############################## _getSysMsgList,10
b10d4076,"Configuration Notice ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
a5d55bbe,01 06 37.436 Scanning mode Contacts Only,1
3b87c2d4,01 42 26.004 BTLE scanning stopped,1
b35055fa,wake time set <*> s,3
57a03f73,[HID] [MT] MTActuatorManagement getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
7e9f1c72,03 31 43.005 BTLE scanning stopped,1
5612c34c,AppleCamIn handleWakeEvent_gated,15
b735f154,06 57 52.002 Purged contact hashes,1
704e0c74,07 33 34.878 BTLE scanning started,1
b1bd1afd,IOPMrootDomain idle cancel state 1,3
0c7ee639,ARPT <*> ARPT Wake Reason Wake on TCP Timeout,2
50386fd5,hibernate_alloc_pages act <*> inact <*> anon <*> throt 0 spec <*> wire <*> wireinit 39927,2
17d3da16,hibernate_teardown_pmap_structs done last_valid_compact_indx <*>,2
2bd33a7e,09 57 10.384 Scanning mode Contacts Only,1
92a8e235,enabling pid 30298 for plug-in <*>(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/<*>,1
de2b6b15,FA||Url||taskID[2019353296] dealloc,1
35660d74,2017-07-03 10 40 42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl 2] -[KSOmahaServer updateInfosForUpdateResponse updateRequest infoStore upToDateTickets updatedTickets events errors ] Response passed CUP validation.,1
0f38c9e7,FA||Url||taskID[2019353306] dealloc,1
f7ef02dd,Opened file <*> size <*> extents <*> maxio 2000000 ssd 1,3
0b9cd793,NETWORK no response from server reachability 2 queryRetries <*>,4
e67f893b,Unexpected payload found for message 9 dataLen 0,2
48cafd12,CCFile captureLog,17
0952590f,en0 Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161,4
57652ad5,ARPT <*> AirPort_Brcm43xx powerChange System <*>,20
49a3bab2,Internal name did not resolve to internal address!,1
32682d3f,Service exited with abnormal code 1,1
7771bb1b,<*> manager is not powered on,4
ce70ef54,CCFile captureLogRun Skipping current file Dir file <*> <*> <*> Current File <*>,31
53ea55c2,CCFile copyFile fileName is [2017-07-03_13 48 39.308188]-io80211Family-002.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_13 48 39.308188]-io80211Family-002.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_13 50 14.954481] AssocFail sts 2_rsn 0/IO80211AWDLPeerManager//[2017-07-03_13 48 39.308188]-io80211Family-002.pcapng,1
957c9551,ARPT <*> framerdy 0x0 bmccmd <*> framecnt 1024,8
29bf3ccb,<IMMacNotificationCenterManager <*> DND Enabled <*>,3
ee181aa5,13 <*> <*> Starting AirDrop server for user 501 on wake,2
809e26e1,RTC Maintenance 2017/7/3 21 47 58 sleep 2017/7/3 21 35 20,1
f804e10f,<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead ByteStream read of <*> bytes @ <*> took <*> <*> to complete <*> reads > <*> sec.,3
f9bca6e0,CCFile captureLog Received Capture notice id <*> reason <*> sts <*>,19
41ad868d,CCIOReporterFormatter refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
459d199d,CCFile copyFile fileName is [2017-07-03_15 47 15.246620]-AirPortBrcm4360_Logs-007.txt source path /var/log/CoreCapture/<*>/DriverLogs//[2017-07-03_15 47 15.246620]-AirPortBrcm4360_Logs-007.txt dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_15 47 15.349129] AuthFail sts 5_rsn 0/DriverLogs//[2017-07-03_15 47 15.246620]-AirPortBrcm4360_Logs-007.txt,1
07b04f30,<*> profileRemoved Owner <*> Name <*>,5
8a622abc,network changed <*>,3
1532e331,CCFile copyFile fileName is [2017-07-03_16 <*> <*> source path <*> <*> <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 07 <*> AuthFail sts 5_rsn <*>,4
32a8bd62,ARPT <*> wlc_dump_aggfifo,6
ed8f219b,CCFile copyFile fileName is [2017-07-03_16 27 <*> source path <*> 27 <*> dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_16 27 <*> AuthFail sts 5_rsn <*> 27 <*>,2
16d38817,doSaveChannels@286 Will write to <*> <*> <*> - <*> sts 5_rsn 0.xml,5
04d24837,"[CardDAVPlugin-ERROR] -getPrincipalInfo [_controller supportsRequestCompressionAtURL https //13957525385%40163.com@<*>/874161398/principal/] Error Domain NSURLErrorDomain Code -1001 ""The request timed out."" UserInfo {NSUnderlyingError 0x7f9af3646900 {Error Domain kCFErrorDomainCFNetwork Code -1001 ""The request timed out."" UserInfo {NSErrorFailingURLStringKey https //13957525385%40163.com@<*>/874161398/principal/ NSErrorFailingURLKey https //13957525385%40163.com@<*>/874161398/principal/ _kCFStreamErrorCodeKey -2102 _kCFStreamErrorDomainKey 4 NSLocalizedDescription The request timed out.}} NSErrorFailingURLStringKey https //13957525385%40163.com@<*>/874161398/principal/ NSErrorFailingURLKey https //13957525385%40163.com@<*>/874161398/principal/ _kCFStreamErrorDomainKey 4 _kCFStreamErrorCodeKey -2102 NSLocalizedDescription The request timed out.}",1
b0671938,hibernate image path /var/vm/sleepimage,2
0f0be094,hibernate_flush_memory buffer_cache_gc freed up <*> wired pages,2
3a4fef5a,hibernate_machine_init pagesDone 455920 sum2 81cafc41 time 185 ms disk(0x20000) 847 Mb/s comp bytes 47288320 time 32 ms 1369 Mb/s crypt bytes 158441472 time 38 ms 3973 Mb/s,1
be3436d1,ASSERTION FAILED dvcAddrRef ! ((void *)0) -[DriverServices getDeviceAddress ] line 2789,4
164db6d5,hibernate_machine_init reading,2
522db5fd,assertion failed 15G1510 <*> + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC] 0x7fc235807b90,3
b55176d9,jemmytest,10
93ccf765,hibernate_setup(0) took <*> ms,2
04bb0c62,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****,2
15e691e2,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- 0x5fd0 -- 0x9a00 -- 0x6800 ****,1
820d392f,hciControllerOnline; HID devices? 0,1
c5e1670c,<*> <*> Host controller <*>,3
7cc905aa,polled file major 1 minor 0 blocksize 4096 pollers 5,3
d960bc67,BuildActDeviceEntry exit,2
b205c3d7,ARPT 683604.474196 IOPMPowerSource Information onSleep SleepType Standby 'ExternalConnected' No 'TimeRemaining' 578,1
9ba03bc5,AppleActuatorHIDEventDriver message service is terminated,1
ddd2510c,en0 BSSID changed to 64 d9 89 6b b5 33,1
47ab2462,payload Data 07 00,1
53b3d58b,WARNING hibernate_page_list_setall skipped <*> xpmapped pages,2
2a6e00a7,hibernate_teardown wired_pages 544767 free_pages 3578340 active_pages 40000 inactive_pages 0 speculative_pages 0 cleaned_pages 0 compressor_pages 112,1
23320c25,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
47a9b418,CCFile copyFile fileName is [2017-07-03_19 04 57.722196]-io80211Family-018.pcapng source path /var/log/CoreCapture/<*>/IO80211AWDLPeerManager//[2017-07-03_19 04 57.722196]-io80211Family-018.pcapng dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_19 05 37.535347] AuthFail sts 2_rsn 0/IO80211AWDLPeerManager//[2017-07-03_19 04 57.722196]-io80211Family-018.pcapng,1
12c900c8,hibernate_rebuild_pmap_structs done last_valid_compact_indx 285862,1
773e06a3,BuildActDeviceEntry enter,2
f16990d7,(ImportBailout.Error 1331) Asked to exit for Diskarb,1
c5960913,2017-07-03 20 25 13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl 2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s) {( <KSTicket 0x10053b310 productID <*> version <*> xc <KSPathExistenceChecker 0x10053ac30 path /Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url https //<*>/service/update2 creationDate 2017-02-18 15 41 17 ticketVersion 1 > )} Using server <KSOmahaServer 0x100248090 engine <KSUpdateEngine 0x1007249c0> >,1
dce510e0,FA||Url||taskID[2019353376] dealloc,1
141be128,KeychainGetICDPStatus status off,8
ad4528c9,CCFile copyFile fileName is [2017-07-03_21 30 41.859869]-CCIOReporter-002.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-03_21 30 41.859869]-CCIOReporter-002.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-03_21 30 40.703152] AuthFail sts 5_rsn 0/OneStats//[2017-07-03_21 30 41.859869]-CCIOReporter-002.xml,1
1f8d0ffc,FA||Url||taskID[2019353410] dealloc,1
135dfb40,tcp_connection_tls_session_error_callback_imp 2210 tcp_connection_tls_session_handle_read_error.790 error 60,1
ae329aa0,Checking iCDP status for DSID 874161398 (checkWithServer 0),1
4aef1122,ARPT 698348.781411 wl0 MDNS IPV6 Addr 2607 f140 400 a01b 1c57 7ef3 8f8e 5a10,1
ee849cb5,ARPT <*> AirPort_Brcm43xx powerChange System Wake - Full Wake/ Dark Wake / Maintenance wake,9
a338a6e8,FA||Url||taskID[2019353444] dealloc,1
6146e433,"2017-07-04 09 42 57.924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl 2] +[KSCodeSigningVerification verifyBundle applicationId error ] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU] ""EQHXZ8M8AV"" and (identifier ""<*>"")'",1
1f0c2973,2017-07-04 09 42 58.121 ksfetch[34604/0x7fff79824000] [lvl 2] main() ksfetch done fetching.,1
375fcf93,network changed v4(en0! <*>) DNS+ Proxy+ SMB,1
b0fdb576,-[SOAPParser <*> parser didStartElement namespaceURI qualifiedName attributes ] Type not found in EWSItemType for ExchangePersonIdGuid (t ExchangePersonIdGuid),4
5a5f25d8,extension <*> -> (null),1
099c1c2e,[Accounts] Current connection <NSXPCConnection <*> connection from pid <*> doesn't have account access.,2
9d043034,"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8 error Error Domain ABAddressBookErrorDomain Code 1002 ""(null)""",2
dc30adf1,Session 101921 created,1
c9993ecf,"<*> <*> <*> <*> <*> [lvl 2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate ] KSOutOfProcessFetcher fetch ended for URL ""https //<*>/service/update2?cup2hreq <*> 7 <*>",3
f675521b,<*> <*> 6 ms,2
8a0a6b29,17 <*> <*> Scanning mode Contacts Only,2
167b9c13,18 35 05.187 Scanning mode Contacts Only,1
9243e37f,CGXDisplayDidWakeNotification <*> posting kCGSDisplayDidWake,3
dbb6967d,21 07 16.729 Scanning mode Contacts Only,1
23cf05dd,22 <*> <*> BTLE scanner Powered On,2
10c11031,PM response took 113 ms (24144 WeChat),1
617d6b14,FA||Url||taskID[2019353517] dealloc,1
3a1142a3,Cocoa scripting error for <*> four character codes must be four characters long.,71
50e07200,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite' '4023' is not a valid type name.,1
e49d1682,FA||Url||taskID[2019353519] dealloc,1
8e1735b8,<*> Class <*> is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,2
681abeff,Invalidating watch set.,1
4c280245,00 03 06.178 Started generating hashes,1
05dd1bea,00 03 36.715 BTLE scanning started,1
f7146a7c,<*> is deprecated for NSScrollWheel. Please use <*>,2
63a1b098,[00 28 42.167] (Fig) signalled err -12871,1
7c498345,[00 29 04.085] <<<< CRABS >>>> crabsWaitForLoad [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),1
cf717c65,Failed to stop a scan - central is not powered on 4,1
814e9471,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) -- <*> ****,3
af1be7f5,hibernate_newruntime_map time 0 ms IOPolledFilePollersOpen() ml_get_interrupts_enabled 0,2
2d8c3b54,hibernate_machine_init pagesDone 451550 sum2 4886d9d9 time 197 ms disk(0x20000) 799 Mb/s comp bytes 40017920 time 27 ms 1412 Mb/s crypt bytes 160550912 time 39 ms 3904 Mb/s,1
58631be9,vm_compressor_fastwake_warmup (581519 - 591525) - starting,1
62fc3a51,<IMMacNotificationCenterManager <*> Updating enabled <*> (Topics ( <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> )),2
5c386de1,2017-07-05 10 52 16.779 ksfetch[35863/0x7fff79824000] [lvl 2] main() Fetcher received a request <NSMutableURLRequest 0x100501610> { URL https //<*>/service/update2?cup2hreq a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key 7 2501762722 },1
72fc183d,2017-07-05 10 52 16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl 2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
5d069a1e,<IMMacNotificationCenterManager 0x7fdcc9d16380> notification observer <*> notification __CFNotification 0x7fdcc9d19110 {name _NSDoNotDisturbEnabledNotification},1
c6bf8ec3,CCProfileMonitor freeResources done,1
f2de740a,CCFile copyFile fileName is [2017-07-05_11 39 39.743225]-CCIOReporter-001.xml source path /var/log/CoreCapture/<*>/OneStats//[2017-07-05_11 39 39.743225]-CCIOReporter-001.xml dest path /Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05_11 39 38.739976] AuthFail sts 5_rsn 0/OneStats//[2017-07-05_11 39 39.743225]-CCIOReporter-001.xml,1
2f9cca89,<IMMacNotificationCenterManager <*> NC Disabled NO,5
