EventId,EventTemplate,Occurrences
8c953ca1,<*> close 413 bytes sent 534 bytes received lifetime <*>,1
32373eec,<*> close <*> bytes sent 184 bytes received lifetime <*>,9
e6a0fda5,<*> close 154863 bytes (151 <*>) sent 321609 bytes (314 <*>) received lifetime <*>,1
1dbec84f,<*> error Could not connect to proxy <*> - Could not resolve <*> error 11001,20
e8a66463,<*> close 357 bytes sent <*> bytes received lifetime <*>,4
22654265,<*> close <*> bytes sent 166 bytes received lifetime <*>,4
a43e09c1,<*> close 739 bytes sent 404 bytes received lifetime <*>,1
59491fe0,<*> close 733 bytes sent <*> bytes received lifetime <*>,7
053fb0fa,<*> close 170 bytes sent 370 bytes received lifetime <*>,1
8deca913,<*> close <*> bytes sent 328 bytes received lifetime <*>,6
4bb1a3a5,<*> error Could not connect to proxy <*> - connection attempt failed with error 10061,26
9ffb6b9b,<*> close 606 bytes sent 857 bytes received lifetime <*>,1
3869b5fa,<*> close 816 bytes sent 264 bytes received lifetime <*>,1
7df64803,<*> close 575 bytes sent 243 bytes received lifetime <*>,1
606b84f5,<*> close 923 bytes sent 456 bytes received lifetime <*>,1
32774bc1,<*> close 261 bytes sent 70 bytes received lifetime <*>,1
