symbol: s29
template: Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver
746,0.0,20.0,807).,2076,
747,1.0,20.0,821).,2076,
748,2.0,20.0,833).,2076,
772,0.0,21.0,853).,2348,
774,1.0,21.0,867).,2333,
775,3.0,21.0,878).,2333,
776,4.0,21.0,879).,2333,
777,2.0,21.0,877).,2333,
815,0.0,22.0,886).,2667,
818,1.0,22.0,900).,2667,
819,2.0,22.0,912).,2667,
820,4.0,22.0,919).,2667,
821,3.0,22.0,918).,2667,
846,0.0,23.0,926).,2211,
847,2.0,23.0,951).,2223,
848,3.0,23.0,958).,2223,
849,4.0,23.0,959).,2223,
850,1.0,23.0,940).,2223,
890,3.0,24.0,1012).,2364,
891,4.0,24.0,1026).,2364,
892,1.0,24.0,984).,2364,
893,2.0,24.0,998).,2364,
894,0.0,24.0,970).,2364,
930,44.0,24.0,1129).,2364,
931,43.0,24.0,1128).,2364,
932,40.0,24.0,1125).,2364,
933,42.0,24.0,1127).,2364,
934,41.0,24.0,1126).,2364,
970,83.0,24.0,1138).,2364,
971,84.0,24.0,1141).,2364,
972,80.0,24.0,1135).,2364,
973,82.0,24.0,1137).,2364,
974,81.0,24.0,1136).,2364,
994,124.0,24.0,1151).,2364,
1013,120.0,24.0,1145).,2364,
1014,121.0,24.0,1146).,2364,
1015,122.0,24.0,1147).,2364,
1016,123.0,24.0,1150).,2364,
1034,160.0,24.0,1155).,2364,
1043,163.0,24.0,1158).,2364,
1044,164.0,24.0,1159).,2364,
1053,162.0,24.0,1157).,2364,
1054,161.0,24.0,1156).,2364,
1086,4.0,25.0,1199).,2364,
1095,3.0,25.0,1198).,2364,
1096,0.0,25.0,1166).,2364,
1097,2.0,25.0,1194).,2364,
1098,1.0,25.0,1180).,2364,
1138,0.0,26.0,1200).,2703,
1147,4.0,26.0,1204).,2703,
1148,2.0,26.0,1202).,2703,
1149,1.0,26.0,1201).,2703,
1150,3.0,26.0,1203).,2703,
1178,5.0,26.0,1205).,2705,
1186,6.0,26.0,1206).,2697,
1187,9.0,26.0,1209).,2703,
1188,8.0,26.0,1208).,2703,
1194,7.0,26.0,1207).,2699,
1218,10.0,26.0,1210).,2703,
1225,11.0,26.0,1211).,2703,
1226,13.0,26.0,1213).,2703,
1235,12.0,26.0,1212).,2703,
1236,14.0,26.0,1214).,2703,
1258,15.0,26.0,1215).,2705,
1265,16.0,26.0,1216).,2701,
1266,17.0,26.0,1217).,2701,
1277,18.0,26.0,1218).,2703,
1278,19.0,26.0,1219).,2705,
1298,20.0,26.0,1220).,2703,
1305,22.0,26.0,1222).,2703,
1306,21.0,26.0,1221).,2705,
1317,23.0,26.0,1223).,2703,
1318,24.0,26.0,1224).,2703,
1337,25.0,26.0,1225).,2705,
1345,26.0,26.0,1226).,2705,
1346,27.0,26.0,1227).,2701,
1357,28.0,26.0,1228).,2705,
1358,29.0,26.0,1229).,2705,
1374,30.0,26.0,1230).,2703,
1385,32.0,26.0,1232).,2703,
1386,31.0,26.0,1231).,2703,
1397,34.0,26.0,1234).,2703,
1398,33.0,26.0,1233).,2703,
1414,35.0,26.0,1235).,2705,
1421,36.0,26.0,1236).,2705,
1422,37.0,26.0,1237).,2705,
1425,38.0,26.0,1238).,2703,
1426,39.0,26.0,1239).,2703,
1448,0.0,27.0,1240).,2474,
1451,4.0,27.0,1244).,2685,
1453,2.0,27.0,1242).,2523,
1456,3.0,27.0,1243).,2651,
1458,1.0,27.0,1241).,2428,
1472,5.0,27.0,1245).,2721,
1479,8.0,27.0,1248).,2263,
1480,6.0,27.0,1246).,2220,
1481,7.0,27.0,1247).,2171,
1483,9.0,27.0,1249).,2427,
1497,10.0,27.0,1250).,2667,
1503,11.0,27.0,1251).,2402,
1504,12.0,27.0,1252).,2486,
1507,14.0,27.0,1254).,2404,
1511,13.0,27.0,1253).,2522,
1522,15.0,27.0,1255).,2523,
1526,16.0,27.0,1256).,2171,
1532,19.0,27.0,1259).,2517,
1533,17.0,27.0,1257).,2128,
1535,18.0,27.0,1258).,2349,
1547,20.0,27.0,1260).,2355,
1551,21.0,27.0,1261).,2486,
1558,22.0,27.0,1262).,2171,
1559,24.0,27.0,1264).,2592,
1560,23.0,27.0,1263).,2385,
1575,27.0,27.0,1267).,2182,
1576,28.0,27.0,1268).,2349,
1577,26.0,27.0,1266).,2267,
1578,25.0,27.0,1265).,2355,
1592,29.0,27.0,1269).,2349,
1597,31.0,27.0,1271).,2128,
1601,32.0,27.0,1272).,2801,
1602,33.0,27.0,1273).,2592,
1605,30.0,27.0,1270).,2859,
1617,34.0,27.0,1274).,2128,
1623,35.0,27.0,1275).,2430,
1625,38.0,27.0,1278).,2882,
1627,37.0,27.0,1277).,2349,
1628,36.0,27.0,1276).,2673,
1630,39.0,27.0,1279).,2267,
1653,4.0,28.0,1284).,2087,
1655,2.0,28.0,1282).,2087,
1656,3.0,28.0,1283).,2087,
1660,0.0,28.0,1280).,2087,
1664,1.0,28.0,1281).,2087,
1677,6.0,28.0,1286).,2087,
1679,5.0,28.0,1285).,2087,
1682,7.0,28.0,1287).,2087,
1688,9.0,28.0,1289).,2087,
1689,8.0,28.0,1288).,2087,
1703,10.0,28.0,1290).,2087,
1704,12.0,28.0,1292).,2087,
1707,11.0,28.0,1291).,2087,
1715,14.0,28.0,1294).,2087,
1716,13.0,28.0,1293).,2087,
1728,15.0,28.0,1295).,2087,
1729,16.0,28.0,1296).,2087,
1730,17.0,28.0,1297).,2087,
1740,18.0,28.0,1298).,2087,
1741,19.0,28.0,1299).,2087,
1752,20.0,28.0,1300).,2087,
1753,21.0,28.0,1301).,2087,
1758,22.0,28.0,1302).,2087,
1764,24.0,28.0,1304).,2087,
1767,23.0,28.0,1303).,2087,
1777,25.0,28.0,1305).,2087,
1778,26.0,28.0,1306).,2087,
1785,27.0,28.0,1307).,2087,
1787,28.0,28.0,1308).,2087,
1794,29.0,28.0,1309).,2087,
1802,30.0,28.0,1310).,2087,
1803,31.0,28.0,1311).,2087,
1809,32.0,28.0,1312).,2087,
1812,33.0,28.0,1313).,2087,
1818,34.0,28.0,1314).,2087,
1827,35.0,28.0,1315).,2087,
1828,36.0,28.0,1316).,2087,
1830,37.0,28.0,1317).,2087,
1833,38.0,28.0,1318).,2087,
1834,39.0,28.0,1319).,2087,
1858,3.0,29.0,1323).,2128,
1860,4.0,29.0,1324).,2128,
1861,0.0,29.0,1320).,2128,
1862,2.0,29.0,1322).,2128,
1863,1.0,29.0,1321).,2171,
1884,7.0,29.0,1327).,2171,
1885,5.0,29.0,1325).,2171,
1886,8.0,29.0,1328).,2128,
1887,9.0,29.0,1329).,2128,
1888,6.0,29.0,1326).,2171,
1906,11.0,29.0,1331).,2128,
1909,10.0,29.0,1330).,2128,
1914,14.0,29.0,1334).,2128,
1915,12.0,29.0,1332).,2128,
1917,13.0,29.0,1333).,2171,
1933,15.0,29.0,1335).,2171,
1934,16.0,29.0,1336).,2171,
1935,18.0,29.0,1338).,2128,
1937,17.0,29.0,1337).,2128,
1942,19.0,29.0,1339).,2128,
1957,21.0,29.0,1341).,2128,
1959,22.0,29.0,1342).,2171,
1960,23.0,29.0,1343).,2171,
1964,20.0,29.0,1340).,2128,
1965,24.0,29.0,1344).,2128,
1983,25.0,29.0,1345).,2128,
1984,28.0,29.0,1348).,2128,
1985,27.0,29.0,1347).,2128,
1986,26.0,29.0,1346).,2128,
1997,29.0,29.0,1349).,2128,
