EventId,EventTemplate,Occurrences
6e67aefd,job_1445144423722_0020Job Transitioned from <*> to <*>,3
8c4d0a72,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,1
0c5b0a59,IPC Server listener on <*> starting,2
bbb12783,Added global filter 'safety' (class org.apache.hadoop.http.HttpServer2$QuotingInputFilter),1
31bfc913,Web app /mapreduce started at 62267,1
e27e1295,Connecting to ResourceManager at msra-sa-41/ 8030,1
0179ece4,Auth successful for job_1445144423722_0020 (auth SIMPLE),10
74fa8146,Progress of TaskAttempt <*> is <*>,289
e051b4cf,DefaultSpeculator.addSpeculativeAttempt -- we are speculating task_1445144423722_0020_m_000000,1
fb4ab5cb,Task cleanup failed for attempt <*>,2
354f3715,Number of reduces for job job_1445144423722_0020 1,1
8cb82d37,MRAppMaster launching normal non-uberized multi-container job job_1445144423722_0020.,1
192d0e3e,Starting Socket Reader #1 for port <*>,2
f5f0fd6c,Recalculating schedule headroom <memory <*> vCores <*>,131
ec6b84b4,Reduce slow start threshold reached. Scheduling reduces.,1
6e264523,We launched 1 speculations. Sleeping 15000 milliseconds.,1
3ce102f7,DFSOutputStream ResponseProcessor exception for block BP-1347369012--1444972147527 blk_1073743512_2731,1
8756b825,Thread Thread[eventHandlingThread 5 main] threw an Exception.,1
410c36f9,Added <*> to list of failed maps,2
0859dbfb,Http request log for http.requests.mapreduce is not defined,1
773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,130
2712fdae,Container complete event for unknown container id container_1445144423722_0020_01_000012,1
361211a0,Upper limit on the thread pool size is 500,1
bb42a120,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.xml,1
15c2306f,TaskAttempt <*> using containerId <*> on NM <*> <*>,10
0c2d54f8,All maps assigned. Ramping up all remaining reduces 1,1
ab470169,Diagnostics report from attempt_1445144423722_0020_m_000003_0 Container killed by the ApplicationMaster.,1
836af225,Address change detected. Old msra-sa-41/ <*> New msra-sa-41 <*>,476
d9c1b418,Input size for job job_1445144423722_0020 1256521728. Number of splits 10,1
6b76b9f3,Event Writer setup for JobId job_1445144423722_0020 File hdfs //msra-sa-41 9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist,1
9b32ab55,Processing the event EventType <*> for container <*> taskAttempt <*>,13
3a03968c,Emitting job history data to the timeline server is not enabled,1
4ded0a3e,The job-jar file on the remote FS is hdfs //msra-sa-41 9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar,1
60d079c6,Adding #0 tokens and #1 secret keys for NM use for launching container,1
56587bea,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds. Will retry shortly ...,326
8a264bdd,Error Recovery for block BP-1347369012--1444972147527 blk_1073743512_2731 in pipeline 50010 50010 bad datanode 50010,1
6fe2dc24,Kind YARN_AM_RM_TOKEN Service Ident (appAttemptId { application_id { id 20 cluster_timestamp 1445144423722 } attemptId 1 } keyId -127633188),1
46cec6a7,getResources() for application_1445144423722_0020 ask <*> release <*> newContainers <*> finishedContainers <*> resourcelimit <memory <*> vCores <*> knownNMs 4,12
8f3ccc35,Retrying connect to server msra-sa-41 8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries 10 sleepTime 1000 MILLISECONDS),146
10357c40,JOB_CREATE job_1445144423722_0020,1
79408ee4,nodeBlacklistingEnabled true,1
eb3e7e39,queue default,1
e871b7f1,yarn.client.max-cached-nodemanagers-proxies 0,1
df347da1,Launching <*>,10
e215e532,ATTEMPT_START <*>,10
da04743d,KILLING <*>,3
2ef07439,DataStreamer Exception,1
d79644a2,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,1
17dc3b51,maxTaskFailuresPerNode is 3,1
93a481e4,blacklistDisablePercent is 33,1
d3121b5d,Adding job token for job_1445144423722_0020 to jobTokenSecretManager,1
5b8159e6,<*> <*> Transitioned from <*> to <*>,64
24429e0f,JVM with ID <*> given task <*>,10
a5763810,Scheduling a redundant attempt for task task_1445144423722_0020_m_000000,1
a69a9d3f,Added filter AM_PROXY_FILTER (class org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context <*>,2
b77d000a,Extract jar file /D /hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C \Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_62267_mapreduce____.8n7xum\webapp,1
e355b3f2,Shuffle port returned by ContainerManager for <*> 13562,10
a6ad6334,JVM with ID <*> asked for a task,10
