EventId,EventTemplate,Occurrences
513163e0,<*> from root size <*> class 0 nrcpts 1 msgid <*> relay #7#@localhost,10
5d2be451,PCI Interrupt Link [LNKB] (IRQs 3 4 5 6 7 10 *11 12),1
5c318951,PCI interrupt 0000 <*> <*> -> GSI <*> (level low) -> IRQ <*>,11
04d1d857,root LABEL / initrd /x86_64/initrd-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr-admin console tty0 console ttyS0 19200 fastboot BOOT_IMAGE /x86_64/vmlinuz-2.6.9-5.0.5.EL-lustre-1.4.2-perfctr,1
a08b7537,probe new device 0x1028 0x0013 0x1028 0x016c bus 2 slot 14 func 0,1
06803475,DHCPDISCOVER from 00 11 43 e3 ba c3 via eth1 network A_net no free leases,15
43562fc0,DHCPREQUEST for () from 00 11 43 e3 ba c3 via eth1 unknown lease .,9
75a3d28d,PCI Interrupt Link <*> (IRQs 3 4 5 6 7 10 11 12) *0 disabled.,5
59b8144e,Warning we failed to resolve data source name <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,33
2188fc64,Interpreter enabled,1
7ce70afa,autorun ...,2
491b5cf3,v2.0 (20020519),1
49f6bba5,removing <*>,16
4660e6df,Local disconnected Connection closed.,3
a9781187,Local APIC address 0xfee00000,1
657e921e,IOAPIC (id[0x08] address[0xfec00000] gsi_base[0]),1
7c08ee8a,IOAPIC (id[0x09] address[0xfec80000] gsi_base[32]),1
b82099c6,IOAPIC (id[0x0a] address[0xfec83000] gsi_base[64]),1
a60bce0b,Using MMCONFIG at e0000000,1
a3b3ca94,Using configuration type 1,1
e8ca34b7,Using HPET based timekeeping.,1
3be46d32,session closed for user root,24
ff635931,Using <*> for <*> routing,2
6a604788,asking for cache data failed,1
b7bd2f09,assuming drive cache write through,1
b42be2bb,Now running on #29#'s privileges.,2
88dd85e3,Server listening on port 22.,1
a9a34d6c,[ib_sm_sweep.c 1831] ********************** NEW SWEEP ********************,62
535ebc6d,[ib_sm_sweep.c 1482] No configuration change required,62
708630cc,Wait for ready failed before probe !,6
2752726e,probe of vesafb0 failed with error -6,1
64e7f550,<*> on to 00 11 43 e3 ba c3 via eth1,8
7c71a84c,error Bind to port 22 on failed Address already in use.,1
715de97e,#38#-rh1 (Release Date Fri Dec 10 19 02 14 EST 2004),1
153e5080,#39# (Release Date Mon Sep 27 22 15 07 EDT 2004),1
